,opinion,mes,año,retroalimentacion
18,"Gran restaurant, el servicio es excelente, la comida deliciosa, la vista es increíble, un gran lugar para venir a pasar una excelente noche!   Agradecimiento especial al personal:  Miriam Vázquez  Marcelo Orduña Hugo Arzate.",4,2021,1
19,El hotel esta completo con todo lo que necesitas con un servicio inigualable! recomendado 100% y en una zona muy buena con restaurantes y tiendas cerca. Las habitaciones tienen todo para dormir y pasar unas vacaciones comodas.,4,2021,1
20,"Mis meseros Alejandro.bruno,cesar,Daniel,Alfredo y el cap,cesar han tenido una atención estupenda, grato y hospitalidad recomendado el restaurante y la atención de los meseros así como la comida súper Rica!! Además de siempre seguir  las medidas de sanitarias. 100% recomendable",4,2021,1
21,"Toda la comida deliciosa y con las medidas de seguridad y excelente compañía los meseros Bruno, Hugo Alejandro, Cesar, Daniel y Alfredo, los mejores!! Lo recomiendo ampliamente, porque el trato y la comida están excelentes",4,2021,1
22,"Todo el servicio excelente, Alejandro, Alfredo , Bruno y nuestro capitán Hugo siempre estuvieron súper atentos. Pasamos un tiempo increíble y muy Agustí con nuestros amigos que vienen del extranjero. Súper recomendable ! Dino también turistas en nuestra cuidad !!",4,2021,1
23,"Los señores Alejandro y Bruno excelente servicio, gran sabor, todo delicioso, siguen las medidas sanitarias. Recomendación que vengan no se arrepentirán!!! Chilaquiles gran opción de desayuno bien servido",4,2021,1
24,Fue una excelente atención y  muy bien servicio. La  comida fue deliciosa y la atención fue muy rápida. Recomiendo ampliamente las aguas artesanales y la Salsas te las preparan en tu mesa a tu preferencia.,4,2021,1
25,"Excelente servicio, comida muy rica, comi un pulpo bastante rico y la vista es maravillosa  Lázaro un excelente mesero, que preparó una salsa en la mesa a molcajetero  Capital Hugo Arzate, María Candelaria un buen servicio",4,2021,1
26,"Alex, María y Bruno hacen de la visita una excelente velada. Todo el staff se preocupa por darte la mejor experiencia. La vista del zócalo, es inmejorable.  Con ganas de regresar de día, para disfrutar de los vitrales.",4,2021,1
27,"Lugar precioso !! Con excelente vista q es lo q buscamos !! La comida esta muy rica, recomendable la crema de hoja santa y la disposiciòn y detalle de hacerte la salsa de mesa !!! Con los chiles de tu prefenrencia !! El servicio del capitan Cangas y Maria Candelaria ! Son muy buenas, super atentos y en todo momento atentos a la atención del cliente lo q ocupamos ! Que disfrutemos y degustemos con el tiempo necesario de comer y disfrutar!! Un detalle q tuvieron super especial para la cumpleañera ! Sin duda se convertira en uno de nuestros lugares favoritos !! Gracias por el servicio, la excelente comida ! El mejor paisaje y la divina atención!! Mas cumpleaños asi !! FELICIDADES POR SUS ATENCIONES AL CAPITAN Y LA EXCELENCIA DE MARIA !!",4,2021,1
28,He ido por trabajo y por placer en vacaciones con mi pareja o familia y siempre he tenido buenas experiencias. Todos quedan contentos con el servicio y las instalaciones súper acogedoras y el trato súper personalizado,4,2021,1
29,"Esto fue una escala de una noche en nuestro camino a Selva Lacandona Chiapas. Es un hotel clásicos encantador, arte estilo Art Nouveau. Un precio razonable para lo bonito y limpio que es. La ropa lujosas, muy limpio. Está justo al otro lado de la calle del Zócalo, nos dejó impactados la decoración bonitos en el hotel y en el Zócalo. Desde que llegamos temprano en la mañana, el personal era muy complaciente, que nos permitieron dejar nuestro equipaje allí, así que nos podíamos visitar la ciudad. Les pedimos que tenían una furgoneta para recoger nuestro familia en el aeropuerto, acabó siendo nuestro guía todo el día y este hombre era un libro a pie de historia. En un día nos llevó a la Basílica de nuestra señora de Guadalupe, Tlatelolco, y Teotihuacan. Esa noche nos incluso,…",12,2010,1
30,"Nos alojamos aquí por una noche en abril. Porque estábamos en la ciudad para una noche que queríamos alojarnos en un sitio bonito y no nos decepcionó. El hotel tiene cien años y es un poco de una obra de arte en sí con un gran atrio estilo vestíbulo y manchado techo de cristal. La habitación era grande, limpia, bien presentada y tenía una vista hacia el Zócalo. No eran las manifestaciones en el Zócalo pero no eran mucho ruido quizás porque era una noche del domingo. En términos de servicio, que era atento, pero nada especial. que pedimos una llamada para despertarte que no pasó a tiempo (una hora). Tuvimos un avión así que afortunadamente nos levantamos temprano de todos modos. El hotel estaba desierta cuando nos alojamos, así que no había mucho ambiente. Éramos las únicas,…",4,2011,1
31,"El precio por la habitación era excelente (no la reserva en línea) para una 3 2 noche de /de día.  La ubicación es sencillamente perfecta si necesitas estar por esta zona porque se puede ir a cualquier lugar a pié, a sólo un inconveniente es el hotel no tiene un sitio para aparcar tu coche. Justo en el lado hay un lugar para aparcar en un lugar que da un precio especial si te estás alojando en el hotel.  Las habitaciones tienen espacio suficiente y las camas son muy cómodas. También están muy bien decoradas y te da la sensación que son unas décadas atrás :). Perfectamente limpio. El hotel es precioso.  Una cosa a tener en cuenta es el hecho de que al estar tan cerca del Zócalo, hay una cantidad considerable de ruido que venía de la calle hasta más o menos tarde.  La única cosa,…",3,2011,1
32,"que visitamos durante el fin de semana de Pascua y la plaza de fuera principal y con vistas nuestra habitación era un zoológico. Fiesteros y personas celebrando la Pascua no mencionar a un escenario principal con música nos mantenía despiertos hasta las horas tempranas de la mañana. No hace falta que diga que las habitaciones exteriores no son para aquellos que buscan tranquilidad. Sin embargo, nos encantó la ubicación del hotel en el centro DF. Este hotel es una joya con su techo tejado fabulosa Tiffany y el restaurante de la azotea con vistas al Zócalo. El personal de recepción y el conserje eran fenomenales en asistirnos nosotros con las entradas para el ballet Folklórica y los taxis, comunicación nuestro destino en español. Las habitaciones están impecables y requisitos del,…",4,2011,1
33,"Me alojé en el hotel por 3 días y fue una experiencia alucinante, las habitaciones estaban muy pulcras y limpias, el servicio era genial nos ayudaron con Israel Zaragoza. Si alguna vez vuelvo a Ciudad de México sin duda me alojaré en este hotel de nuevo, fue absolutamente una experiencia perfecta y maravillosa.",4,2011,1
34,"Debido a que otros hoteles de la zona siendo vendidos, estuve aquí por defecto. normalmente no ir caro en habitaciones de hotel, pero pude conseguir un buen precio en línea. Habiendo estado en México por dos semanas, era la noche antes de mi vuelo de regreso y fue bastante un lugar maravilloso para viajar cansado de otoño. El Gran vestíbulo que es Grand efectivamente, tiene un elaborado techo de como de cristal Tiffany. La habitación era cómoda, elegante y decoradas con buen gusto, con un montón de comodidades, que eran muy de agradecer. La ubicación es excelente y el precio está incluido un desayuno maravilloso. Había un desafortunado inconveniente sin embargo y es algo que no debería producirse en un hotel de este calibre ... El cuarto de baño tenía una infestación de,…",11,2011,1
35,"Un gran hotel antiguo histórico justo en la plaza central ""Zoczlo"" en Mex ciudad. Rafael, gerente de recepción, le harán sentir como en casa. Israel, restaurante gerente, te tratan como a un rey como usted disfrutar de su cocina y vistas espectaculares desde el restaurante de la azotea. alojamiento excelente y personal. Limpio y realmente de primera clase. Es fácil llegar a los sitios históricos de interés turístico más. experiencia genial.",11,2011,1
36,"Un hotel muy tranquilo, elegante hotel - idealmente situado justo en el Zócalo. La decoración, especialmente el techo de vidrio y recibidor, es increíble. El restaurante en la azotea con terraza con vista al Palacio Nacional y la catedral, lo que lo hace un lugar magnífico en el que alojarse para hacer turismo. Cuando llegamos un acto de empresa con cerca de 400 personas que se celebraba en el vestíbulo del hotel y el recepcionista nos dijo que habían subido de categoría a una suite (sólo había reservado una habitación básica) así que el ruido no nos molestó. Nos gustó mucho, ya que era nuestra primera noche en México después de un largo viaje. La suite era fantástica - estábamos bien lejos del ruido, que no creo que hubiera nos molestó de todos modos, como el evento terminó,…",11,2011,1
37,"Pasamos 3 noches en el Gran hotel... que reservamos a través de TripAdvisor y conseguimos una oferta genial.  El hotel es magnífico, en la esquina de del Zócalo histórico...vista fantástica desde el tejado, servicio maravilloso todo el tiempo. habitaciones muy grandes con techos altos... la comida era buena, aunque hay montones de sitios para comer....""El cardenal"", el Popular cercano"", las ""Sanborns originales"" etc. No me volvería a en la pirámide y tour de la Basílica de el hotel ya que te lleva el día y que están bien cuidados de algunos lugares muy turísticos a comprar y comer. Todo en la zona histórica es dentro del área de piedra de este hotel. Lo recomendamos encarecidamente.",9,2011,1
38,"El servicio era de 5 estrellas, muy acogedor. vestíbulo del hotel es como una película, muy clásico y preciosa. La ubicación es fantástica para los turistas de la ciudad. La comida es estupenda, magníficas habitaciones, un 5 estrellas. en general, una experiencia",7,2011,1
39,Tan pronto como entras te impresionará. Mirar hacia arriba y 4 plantas sobre el techo entero es vidrieras. Las habitaciones son espaciosas. El personal habla inglés y son muy serviciales. no te decepcionará estar aquí,12,2011,1
40,"A la vez, este hotel fue sin duda magníficas, pero ahora está mostrando algunos signos de que necesitan una reforma como un número de cosas son un poco demasiado bien gastado. El servicio de limpieza en mi habitación era adecuado, pero no excepcional. Dicho esto, había un montón de aspectos positivos. Mi habitación era espaciosa y tranquila. La ubicación del hotel es excelente, justo cerca del Zócalo, o plaza principal en el centro de la ciudad. El precio era muy razonable y recomiendo optando por el paquete de negocios, que ofrece desayuno por 10 dólares. Internet wi-fi gratis, y hay dos ordenadores clientes pueden utilizar cerca del vestíbulo principal. También hay un pequeño gimnasio para los huéspedes que tiene una decente monte de equipo, como una escalera para step, varias,…",1,2012,1
41,Me gustó mucho el hotel. Agradezco el detalle del nuevo de arte. Sólo algunas de las cosas que afectase: un poco de variedad en el menú y los exorbitantes costos de taxi dado por el hotel.,1,2012,1
42,mi estadia en este hotel ¡MARAVILLOSO. fue de lo mejor ya que Cuando fui atendido de la mejor manera por un equipo de profesiionales del servicio. me hicieron sentir como en casa y eso para nosotros los viajerosa es lo mas importante. asi que los felicito especialmente al sr Rafael encargado de recepcion sigan asi.,12,2011,1
43,"Mi familia de 3 nos alojamos en el Gran Hotel Ciudad de México por 3 noches en una habitación doble en la segunda planta. fue una experiencia maravillosa para nuestra primera vez en Ciudad de México. Este hotel de estilo Art Nouveau ubicado es precioso - el vestíbulo le quitará el aliento. Tuvimos la sensación de entrar en una joya de la historia.  Las habitaciones son de calidad 3 estrellas: enorme y espléndido con aire acondicionado, TV LCD y un impresionante cuarto de baño. Las camas son realmente difícil para mí, así que pide esas almohadas Contour cuando te registras! La habitación puede pasar frío, así que apagamos el aire acondicionado por la noche y eran muy cómodas.  El hotel está situado en el corazón de la ciudad y cerca de los lugares históricos clave. Fuimos andando,…",11,2011,1
44,"sólo estuvimos allí desde 21:00 hasta las 5:00 A la llegada a la entrada principal, tuvimos que arrastrar las maletas un vuelo completo de escaleras y busca el mostrador de registro, que estaba muy lejos en una esquina. Debido a nuestra corta estancia no tuvimos ocasión de experimentar el servicio, aparte de entrada [nada especial] y los botones [muy agradable y profesional ] que nos llevó a nuestra habitación  Después de registrarnos nos dijeron que nuestra petición de una habitación que dé al Zócalo [frente al edificio] habían cambiado a una habitación exterior en el lado debido al hecho thaqt habíamos solicitado camas dobles que no están disponibles en la recepción. Estábamos tan cansados ans quedarnos sólo ocho horas o así que aceptamos la habitación de al lado.  La,…",2,2012,1
45,"Impecablemente limpias, período muy clásicas habitaciones. cama muy cómoda. El personal de recepción fue absolutamente de primera clase y muy servicial.",2,2012,1
46,Tuve una buena estancia en este hotel. El personal era muy amable y servicial. El edificio es también una especial.,1,2012,1
47,"Desde el momento en que llegamos, el personal era muy servicial y hablaba bien inglés. El edificio es increíble, una cápsula del tiempo, pero en el buen sentido. Un maravilloso techo de Tiffany y detallado diseño Art Nouveau. Nuestra habitación (deluxe queen) era amplia con un baño grande y una ducha excelente.Lamentablemente, el restaurante y el bar de la terraza estaba cerrado por reformas pero nos tomamos unas copas en el piso bajo, que nos dio unas vistas hacia el Zócalo. Nuestro paquete incluía el desayuno, el cual tenía muy buena relación calidad-precio. Recomendamos este hotel por su ubicación, servicio y estilo.",1,2012,1
48,"Desde el aeropuerto, llegamos al Gran en taxi, nos dejaron en la calle. Nos arrastraban las maletas pesadas por las entradas tramo de escaleras a lo que parecía una ciudad desierto estación sin ningún tren o líneas de tren. En la lejana diagonal esquina a través de la luz de merky, sábado el portero, inmóvil. llegamos nosotros frente a la recepción y nos dieron una habitación y llevado por el portero. Nos sentimos de hereonin cacooned. Ahora estamos en el tiempo. Las habitaciones son estilo victoriano en todos los sentidos, en esencia, el hotel es una mauseleum. No lo recomendaría. Por desgracia no tuvimos la vista en los sitios web, nos daba directamente a la pared del edificio colindante. Algo inundó el baño - no estamos seguros si fue causado por la ducha del baño.",1,2012,0
49,"Tuvimos 24-horas escala en Ciudad de México y decidimos aventurarte fuera del aeropuerto de ver un poco más de la ciudad - este hotel es precioso. Nos llevó unos 20 minutos para llegar a el aeropuerto - $20 cuando nos fuimos el se detenía de reserva de aeropuerto y $12 cuando nos cogí un taxi en el hotel. Este hotel es vidrio de color fenomenales; tiene el techo más espectacular nunca, 200 años. El vestíbulo y los ascensores antiguos, que no estaban en jaulas, setees de las aves es precioso, las habitaciones tienen 20+ techos altos y los baños modernos eran preciosos de mármol. Nos comimos en el hotel, y tuvimos un maravilloso brunch - el servicio de doblado, WiFi, lavandería gratis todos eran excelentes. Nos podíamos ir andando a los sitios locales, tiendas y restaurantes. Sin,…",4,2011,1
50,"Un lugar estupendo donde alojarse en mi opinión - nos alojamos sólo una noche, llegamos bastante temprano en el día, pero era nos alojábamos inmediatamente en una habitación que tenía a sólo habían hecho. Me encantó la habitación, el ambiente del vestíbulo, y el hotel en general. La ubicación era excelente para el centro de la ciudad, y fácil metro acceso. No comimos allí excepto por el desayuno continental, el cual era aceptable y el nivel que puedes conseguir en cualquier parte. Volveremos!",3,2011,1
51,"estancia en otro sitio, esto no es un gran o un buen hotel.",2,2011,0
52,"Me sentí que necesitaba que escribir un comentario después de leer las críticas negativas. Este hotel es fabuloso en todos los aspectos, excepto probablemente el restaurante. Lo recomiendo encarecidamente. Nos alojamos allí el verano pasado y vamos a volver de nuevo en agosto. El hotel es maravilloso, y el personal no podía ser más servicial. Mi pareja estaba enfermo durante la visita y nos necesitaba un médico; el personal no podría haber sido más servicial. Por favor visita como el diseño y el ambiente de este lugar es realmente único.",8,2010,1
53,"elegante hotel viejo en el centro histórico. La ubicación es estupenda para ver los signts históricos. Palacio Nacional fue maravilloso. No es una zona de marcha nocturna, que lo hace muy tranquilo por la noche. Me encantó que para una buena para dormir. zona ajetreada durante el día, porque su lleno de los edificios históricos, Palace, la catedral, aztecas Archiological sitio. buenos restaurantes en el hotel, el personal es realmente maravilloso y servicial. Además, era una ganga fantástica.",2,2011,1
54,"Excelwnte vista de la terraza, excelente atencion de maria candelaria, Humberto Diego y capitan Cesar, ¡excelente crema de elote, supero las expectativa de mi mama, que es muy especial para la cocina! Gracias por todo y visitenlo, ensaladas y cortesmuy sabroso, volveremos pronto.",2,2021,1
55,Es un buen desayuno desde la fruta rica y vasta junto con unos ricos chilaquiles verdes con arrachera preparados por el cocinero José Luis Pérez Pérez y atendidos por los meseros Miriam Vázquez y Daniel Chaves.  Al mismo tiempo por el recibimiento del Gerente David Guzmán Muy buena atención por parte de todos los empleados regresaremos muy pronto,2,2021,1
56,"Nos encantó desayunar en la terraza del hotel. El servicio y la comida fue increíble. El cocinero Luis Pérez hizo muy buena comida con súper sabor.   Y el equipo del restaurante (Marcelo, Miriam Vásquez y Daniel Chávez) fue fenomenal. Muy cordial. Espero regresar pronto. ",2,2021,1
57,"Muy recomendable un lugar seguro, agradable , y los platillos riquísimos aparte de la.vista es hermosa   Los meseros Ventura Fernando Miriam la cocinera Tania y el capitán cesar Mondragón excelentes anfitriones ...siempre atentos y agradables ..",2,2021,1
58,"Excelente servicio y calidad en todos los aspectos, nos atendió Miriam Vázquez, cesar torres, Fernando y nuestro chef Luis Pérez y El Capitan raul cangas, sin duda volveremos pronto a este maravilloso lugar!!!",2,2021,1
59,"Muy buen servicio, Bruno nos atendió bien nos gusto la vista, muy buena la comida, nos atendieron rápido, te hacen reír y son muy atentos con nosotros. Los chilaquiles y wafles están buenos y Bruno es muy atento con nosotros",4,2021,1
60,"Estancia fue de maravilla, Quedamos encantados con el servicio, la habitacion, y atencion al detalle.  El almuerzo en la terraza enfrente del Zocalo fue como un sueno hecho en realidad.   Todo estaba limpio y sentia una paz increible.",3,2021,1
61,"Gracias a mis meseros alejandro ,fernando,ventura y Diego, excelente atención  platillos exquisitos y precios súper accesibles, además de excelentes protocolos de sanidad, sana distancia y sobre todo espacio al aire libre, la vista sin duda alguna, de las mejores de la Ciudad de México, hagamos patria, consumamos local!!!",3,2021,1
62,"Excelente servicio de Alejandro,Fernando,Ventura,Diego y el cap.Raúl   Desde la llegada te reciben con un excelente ambiente, la comida es deliciosa e idónea para acompañar la vista que ofrece la terraza.   Sin duda un lugar para seguir viniendo en cada oportunidad que se tenga.",3,2021,1
63,"Me siento agradecida y bendecida por estar aquí excelente lugar la mejor vista y la comida ups magnífica es una maravilla este lugar y su atención cien por ciento recomendado, atención de primera por María Candelaria , Humberto Fernando , y capitán Cangas donde puedes respirar un ambiente de paz y tranquilidad donde tienes una vista estupenda y maravillosa",2,2021,1
64,"un lugar excepcional para pasar mi cumpleaños! hace dos años nuestro guía nos llevó a través del Gran Hotel de ciudad México para enseñarnos su belleza y esplendor. regresamos en 2012 Marzo para celebrar mi cumpleaños después de pasar 6 semanas trekking por muchas de las ruinas de México. Fue un lujo excepcional, porque cada miembro del personal prestó atención a cada una de nuestras necesidades y detalle. Estuvimos muy bien atendidos - habitación cómoda, bien equipada, albornoz y zapatillas, muchas almohadas, agua purificada de barril, y sus deliciosos artículos. mejor sorpresa - el restaurante. Cada comida era deliciosa - Mole pollo, mariscos arroz de aire, y los desayunos - magníficamente preparado y servido por muy corteses y camareros atentos. Aunque nuestra habitación,…",3,2012,1
65,"Para lo que pagamos, el Gran Hotel Ciudad de México, fue una gran relación calidad-precio. considero que es una propiedad de 3 estrellas. tiene todas las comodidades de un establecimiento de 4 estrellas ahorrar un par de cosas menos significativos como Wi-Fi la velocidad de melaza, llamadas internacionales han de realizarse a través de la recepción, ventanas con doble acristalamiento individual en el frente de la calle y menos de los muebles nuevos.  El papel de la pared está despegando, masilla del baño está comenzando a edad y moho.  Otras quejas incluyen un difícil, era elástica sábanas de colchón que no son suficiente para cubrir el colchón, consistentemente exponer el poco colchón a los pies de la cama y un montón de ruido.  A pesar de estos problemas no sean grandes, el,…",3,2012,1
66,"¡una auténtica joya de hotel es! Con su techo de vidrio de estilo Tiffany, candelabros Dripping, alfombras, ascensores del art nouveau y enjaulados Canarias es una belle epoque fantasía. Nos hospedamos en una suite junior en la parte frontal del hotel con vistas al Zócalo. Aunque esto significó que te despierten a las 6. este hotel con. todas las mañanas por los tambores y bugles de la guardia ceremonial izar la bandera nacional, que era el precio vale la pena. toda la vida de la ciudad se jugó en el Zócalo y teníamos un asiento ocho kilómetros aproximadamente. En efecto, la mayoría de las noches, sentados en nuestra ventana con una cerveza mirando el desfile se desarrollan. Nuestra habitación era espaciosa, con una cama con dosel y un baño revestido en mármol. El servicio de,…",2,2012,1
67,"Incluso si no te alojes aquí, parada para ver el hotel. El vestíbulo es precioso. Hay una jaula llena de canto Canarias, que conseguir cubiertas cada noche con una cortina de terciopelo rojo. El techo del vestíbulo es vidrieras. El hotel tiene un ascensor, pero hay un largo tramo de escaleras que conducen desde la calle al vestíbulo y ascensor no va todo el camino hasta la calle. Si estás buscando un lugar que tiene acceso para sillas de ruedas, este lugar no es tan genial. Las habitaciones eran preciosas, con techos altos, pero las camas eran muy duras. Hay una agradable cafetería para el desayuno y otro restaurante arriba, con una vista del Zócalo. La comida en el restaurante estaba bien, pero no la calidad que esperábamos. El personal era muy agradable y servicial. Todo el,…",3,2011,1
68,"Recientemente nos alojamos en el Gran cuidad el día de San Valentín. El hotel es precioso y la ubicación es muy conveniente. El conserje y el personal de recepción fue muy agradable y amable, así como el caballero que nos enseñó a nuestra hermosa suite. Para estas experiencias, damos el hotel muy altas notas.  Habíamos hecho reservas en el restaurante del hotel con vistas al Zócalo para la cena del día de San Valentín. era un 4-course set menu y aunque la comida era buena, el servicio era horrible. Como estábamos comiendo nuestro primer plato de ensaladas la sopa llegamos y nuestros platos sin acabar de ensalada llevaron lejos. Mientras que aún estaba terminando mi sopa notamos que el camarero parado detrás de nosotros y esperando con nuestros platos principales. En un punto,…",2,2012,1
69,"Llegamos cerca de 11:00 p.m. y el servicio de habitaciones era casi. El personal era muy servicial y rápido para responder a nuestras necesidades tanto para comida y almohadas. Los accesorios para toallas de ejemplo necesitan ser jubilado; la habitación era pequeña, así como la cama. a las 12:00 pm nos despertó a los sonidos de la YMCA y varios otros difícil superar melodías musicales. parecía que había una discoteca en el hotel o cercanía. El hotel preciosa decoración; en cuanto a la ubicación muy céntrico para hacer turismo no para alojarse una noche para coger un vuelo. La mañana personal pedimos un taxi para que nos llevara al hotel para 8:30 domingo y en 8:40 nos aconsejaron no parecen ser los taxis. dijo que la puerta hombre nos encontró un taxi fuera. en general, un gran,…",3,2012,0
70,"No tuvimos ningún problema con el ruido. habitación era espaciosa y tranquila. aire acondicionado no funcionaba todo el tiempo, y los mosquitos, que poco nosotros, estábamos en la habitación.  La mayoría del personal era genial, excepto para unos pocos que tendían a ser hombres. Parece que hay todavía una ""macho"" existencia a los machos de Ciudad de México. Además, los hombres y las mujeres eran groseros, agitación, o tratando de jugar un loco. Nuestro conductor a Teotihuacan mantienen $50 pesos que él era supongo que volver, diciendo que no tienen. le vi hacer esto. También dijo que nos llevaría al Parque Chapultepec por $16 USD ida y vuelta y cuando llegamos en la furgoneta, dijo que el precio era de $60 USD y no oímos nosotros correctamente. Había cuatro de nosotros que lo,…",3,2012,0
