,opinion,mes,año,retroalimentacion
16,pésima atencion parte personal recepción hotel esperando  horas entregarme habitación llegue cerca  pm check in me comentaron aun habitación  listaRealice reservación callcenter beneficios reservar directo podemos hacer checkin temprano checkout tardíoa estoestoy espera habitación dando  tarde debería lista habitación pregunto chica recepción dice tardaran mas  iban entregar hablando reserve habitación suite vista zocalo habitación pagaday siquiera entregaron voucher al…,9,2019,0
17,super bien ubicado habitaciones hermosas restaurante ° piso vista impresionante desayuno delicioso staff maravilloso agradecidos todos especial chicas counter divinas Seguro volveremos Felicitaciones,11,2019,1
18,fin semana buffet comida mala sabor mucha cantidad calidad vale pena Precio x calidad cero atención mala entrar lobby casi dejan entrar mal trato creo racismo,5,2019,0
19,atenciòn excelente recepcion bell boys ayudandome todas dudas acompañandome momento Excelente ubicaciòn ideal familias desayuno bueno conjunto buena experiencia,11,2018,1
20,Estructura edilicia amenities  ubicación vistasEspléndido  Competencia profesional cocina restaurante Balcón zócalo expone producción continua alimentos “impecable” bar ofrece bocados bebidas incluidas precio alojamiento convierte oasis vuelta recorrido diario bella Ciudad México recomendable,7,2019,1
21,experiencia Zócalo Central fabulosa merece ser compartida Excelente atención Impecables instalaciones Buena comida Preocupación detalles gracias Isabel Velázquez dejaba tarjetas pronóstico clima día siguiente facilidad procesos check inout consultas indicaciones volvió ser recomendado siempre y evidentemente reserva segura si volvemos Ciudad México Felicitaciones dedicado atención personalizada cálida,10,2019,1
22,personal amable cuanto limpio excelente servicio solamente queja meseros cafeteria sentimos descriminatorios hacia apariencia mexicana aunque USA citizens desviven atender apariencia americana,1,2020,1
23,maravilloso ubicación excelente prácticamente par Zócalo perfecto moverse cualquier parte ciudad habitaciones hermosas limpieza exc trato personal espectacular cuenta amenidades sumamente buenas café  puede comer gratis ensaladas sándwiches deliciosos café bebidas Siempre agua manzanas gratis habitaciones restaurante delicioso mejor vista centro histórico Recomendado ,1,2020,1
24,checkout cobran inicialademas entregan factura IVA paga sirve tener servicio aceptable si momento facturar mal Solo dan recibos nunca factura,12,2019,0
25,segunda vez Zócalo Central nuevo expectativas excedidas atenciones seguimiento Eduardo gente recepción Café central personas puerta excelentes persona apoyo equipaje salida amable súper servicial finalizar tomar ruta aeropuerto amabilidad espíritu servicio Oswaldo piloto taxi que sé parte hotel realmente bueno Felicitaciones mantener alto nivel servicio seguridad volveremos nuevo,12,2019,1
26,Bonito lugar poder visitar rodea lindos edificios antiguos enriquecen vista visita Realizan eventos acá dificulta poder apreciar completo lugar fácil acceso emblemático,12,2019,1
27,alojamos dos noches hotel ubicación estupenda sólo paseo corto atracciones principales zona centro ciudad precioso impecable habitación pequeña bien restaurante bueno zona comer agradable día noche demasiado fría comer fuera personal acaba complaciente servicial dieron tipo información seguridad entretenimiento hizo organización necesitábamos precio razonable calidad recomiendo encarecidamente hotel,12,2019,1
28,segunda vez alojarme aquí ahí mayo  también aunque remodelando parece agradable después remodelación además ahora internet inalámbrica habitación práctico pequeño centro negocios puedes usar conexión internet alta velocidad semipor  minutos día además imprimir si quieres habitación limpia caja fuerte funcionaba agua caliente abundante baños siempre tiraba Si habitación lado calle dan ruido calle tranquilo   año pasado habitación interior encontramos ruido gente eco conducto ser molesto…,5,2006,1
29,alojé recientemente Holiday Inn Zócalo situado zona histórica ciudad ubicado justo plaza histórica dos manzanas metro cerca restaurantes alrededores tiendas y habitaciones menos pequeño compacto TV agradable cama grande ducha baño habitación impecable extremadamente limpio bien cuidado habitación daba calle  Cinco Mayo vestíbulo agradable pequeño bar servicio Internet gratis limitado  minutos día después eso  pesos puedes encontrar sitios baratas Internet toda ciudad personal amable Dos manzanas calle  Cinco Mayo mismo lado calle gran…,5,2006,1
30,alojamos tres noches gustaría quedado tiempo ubicación impresionante encantó ver ver lado histórico ciudad excelentes condiciones bonito baño confortable habitación gran forma súper limpio zona peligrosa maravilla caminar definitivamente quedaría aquí cada vez volver buffet desayuno delicioso terraza azotea genial tener vistas bautiful Ciudad México servicio excepcional ¡Todo mundo amable momento día,5,2006,1
31,estupendo limpio gran terraza azotea restaurante bastante decente cerca centro Historica distrito Bien pillar autobús turístico entrada metro frente Catedral personal servicial habitaciones realidad bastante grande espaciosa ser no USA pasaron suite Junoir alojaría aquí nuevo,4,2005,1
32,Holiday Inn Zócalo situado centro histórico Ciudad México cruzando calle plaza Zócalo catedral nacional fantástico lugar visitar ruinas Aztec Templo mayor Govenor Palace Reviera Diego murales muchas tiendas restaurantes corta distancia pie personal amable servicial habitación limpia cómoda restaurante azotea ofrece unas fantásticas vistas Zócalo ciudad unas cuantas cosas debería considerar si elige hotel Primero si habitación cerca Zócalo Aztecs anoy ruidoso fuerte  h drum tan alto sólo oíamos cree también Llevé a…,12,2007,0
33,Sólo pasé  noches Holiday Inn Zócalo quejas Reservamos Junior Suite habitación grande ventana Zócalo único malo Conchero bailarines Zócalo toda noche sábados encontramos encendíamos aire acondicionado calor creado ruido blanco ayudaba bloquear parar fuerte internet cables gratis así si viajas portátil característica estupenda Desktops disponibles uso huéspedes vestíbulo personal genial desayuno terraza bonita caro Majestic hace mismo igual Gran Hotel desayuno mexicano real barato ve cinco mayo Casa Ángeles…,11,2007,1
34,alojamos felices Holiday Inn Zócalo cuatro noches excursiones Guatemala México quedamos contentos ubicación lado plaza principal Palacio Nacional Diego Rivera murales catedral Templo mayor museo buenos restaurantes sexta planta parcialmente cubierta restaurante la parte sombrillas azotea daba plaza bonitas vistas Comimos desayuno sólo allí delicioso gran variedad platos mexicanos americanos bien fruta cereales yogur huevos cocinados orden dos paradas metro cerca así fácil acceso resto ciudad habitaciones pequeña lados impecablemente limpio y…,2,2007,1
35,Gran ubicación bonito hotel restaurante tejado vistas Zócalo maravilloso bastante buena comida desayuno bueno,1,2007,1
36,aquellos vacaciones Ciudad México puedes conseguir mejor encantador ubicación perfecta vistas hermosa catedral palacio nacional ruinas pirámides culturas aztecas plazas grandes mundo puntos históricos culturales tiro piedra podíamos posiblemente ver estancia cinco días Llegamos noche cenamos terraza restaurante hotel daba centro histórico libre ilumina luces ciudad vista impresionante cualquier estándar junio última hora temporada lluvias aire acondicionado bastante limpia buffet desayuno abundante delicioso los…,6,2006,1
37,lugar excelente alojarse si monje habitación minúscula desnudas acabaron agua mineral gratis ir recepción habitación impecable precio alto comparado Catedral Gillow después primera noche,12,2008,0
38,quedamos allí  noches justo Navidad concurrida personal cortés servicial simpático servicio internet genial volvería ser dispuesto alojar allí nuevo temporada navideña encantó desayuno terraza,12,2008,1
39,lugar perfecto turistas quieran explorar ciudad duda merece pena pagar poquito habitaciones vistas plaza puedes ver playa ondeaba yendo hacia arriba hacia abajo incluido ceremonia ejército cada día desayuno terraza comienzo estupendo día comida buena si asiento borde terraza colibríes yo creo vuelo terraza lugar genial cena personal especialmente José Luis servicial organizando excursiones aseguraos visitar pirámides ofrecían recomendaciones sentimos seguros calles cercanas noche policía cada esquina,7,2008,1
40,Disfruté estancia Holiday Inn Zócalo gastarme Ciudad México limpio terraza increíble restaurante azotea vistas Zócalo Plaza restaurantes estupendos corta distancia pie Opera café Tacuba  puede ir pie Palacio Nacional con murales Diego Rivera Palacio Bellas Artes internet gratis ordenadores vestíbulo cables habitaciones Desventajas  miembros personal limpieza hablan inglés bien puede ser molesto si hablan español  servicio restaurante coherente  veces realmente genial y entonces demás lento errores orden  ocasiones servicio…,8,2007,1
41,alojamos aquí semana AOR MAY general buena relación calidadprecio ubicación inmejorable puedes ir andando todas partes  minutos estancia bar vestíbulo reformas bar restaurante ambiente comida bien excelente sólo promedio servicio debajo media Dicho esto alojarse comidas restaurantes excelentes vecindad recomiendo altamente famoso café Tacuba bien así vegetariano excelente Filomeno Mata a  minutos pie corta distancia pie antiguos templos Templo Mayor así varias catedrales antiguas vieja ciudad…,4,2008,1
42,probablemente peor Holiday Inn alojé en Holiday Inn miembro categoría platinum aquí antes vez debido ubicación poder ir andando reuniones habitación dieron grande pie armario casa  alto pies colgando cama restaurante tejado vista hermosa Zocolo comida horrible precios barbaridad Incluso personal servicio restaurante recepción comportaba si haciendo favor solo hecho restaurante alojes aquí,11,2010,0
43,situado Zócalo corazón cultura México suerte allí domingo podía ver montón tribus venden cosas plaza cerca iglesia relación calidadprecio habitaciones pequeñas bien amuebladas aire acondicionado potente opciones desayuno bueno suficientemente afortunada conseguir personal recepción podía comunicarse inglés mejor parte estancia conexión banda ancha gratis velocidad increíble,10,2010,0
44,habitaciones grandes lugar impecable camas agradables baño bonito pressur agua buena sitio limpio limpio limpio servicio rápido personal servicial buen desayuno gran vista terraza palacio servicio militar alrededor  am alojaría aquí nuevo precio perfecta recomendaría mundo presupuesto,9,2009,1
45,bueno limpio encantó desayuno daba iglesia cerca parte ciudad,9,2009,1
46,alojé novio  días finales diciembre habitación limpia demasiado pequeña ubicación vistas balcón fantásticas personal amable ¡era imposible cambiar dinero  días bueno,12,2008,0
47,alojamos Holiday Inn  marzo habitaciones pequeñas encontrado hotel demás ubicación estupenda si ruidoso veces desayuno restaurante azotea agradables,12,2008,0
48,alojamos Holiday Inn tres noches enero encantó estancia allí personal atento ayudó cualquier problema encontramos largo camino pesar registro temprano tarde tiempo llevaron habitación inmediatamente después llegar aeropuerto  mañana restaurante tejado espectacular vistas comida bar abajo práctico bar abajo venía bien internet lobby extremadamente conveniente pesar ser hora media gratis juicio Internet acostumbramos gran oferta nunca cobrarían privelege habitaciones cómodas aunque camas duras duda merece pena…,1,2005,1
49,alojé sólo noche cerca zócolo mejor bien interior nuevo limpio posiblemente pequeña visto vida ventanas habitaciones abierto patios interior realmente vidrio tragaluz mejor parte restaurante tejado vista buffet desayuno incluido precio habitación fin semana personal servicial mayoría hablaba inglés,1,2005,0
50,Éste gran moderno asequible corazón centro histórico Ciudad México ubicación perfecta corta distancia pie lugares turísticos restaurantes gran panadería estaciones metro habitaciones bastante cómodas pequeña personal amable dispuesto ayudar internet gratis disponible vestíbulo ventaja restaurante azotea maravillosa terraza maravillosa vista Zócalo puede ser disfrutada único comentario negativo raramente moneda mexicana disponible barra cambio divisas cheques travellers suficiente Aparte estancia allí agradable,1,2005,1
51,Holiday Inn Zócalo excelente lugar alojarse visitantes primer lugar tiempo quieran experiencia aspectos culturales histórico Ciudad México ubicado céntrico excelente vista Zócalo personal cortés servicial conserje Sr Olmos personal extremadamente serviciales habitaciones bien cuidado limpio volvería alojar nuevo próxima vez visito Ciudad México,1,2005,1
52,ubicación excelente esquina Zócalo cerca catedral presidencia etc servicio bueno habitaciones pequeñas igual baño terraza vista Zócalo restaurante pub lindo ahi desayunas pasas atardeceres maravillosos,5,2019,1
53,descanso agradable gracias amabilidad personal comodidad brinda hotel gusto fruta agua brindaron abundanciaasi vista hermosa zócalo delicioso desayuno ofrecen  tan agradable hospedarme pronto volveré visitarlos,5,2019,1
54,terraza restaurante vista zócalo catedral mejor viaje esposa pasamos bien además servicio tours tomamos vuelo globo Teotihuacán recomendaron ahí verdad bien,11,2018,1
55,lugar excelente vista Zócalo CDMX bonita decoración agradable ambiente platillos ricos porciones Gourmet alto costo atención buena limpieza toda áreas creo vale pena costo resto atracción atención lugar,4,2019,1
56,servicio llegas impecable atenciones cada detalle siempre amables bonita actitud limpio parece excelente hotel vale completamente cada piso ofrecen aguas manzanas cafeteria  hrs gratuito con excepción alcohol,4,2019,1
57,esposo turismo Ciudad México decidimos quedarnos centro opuestamente todas sugerencias amigos sorpresa centro resultó ser lugar céntrico queríamos conocer seguro vez literalmente esquina zócalo inmaculadamente cuidado aspectos decoración servicio extras etc verdad pudimos escoger mejor mira difícil complacer restaurant  piso llamado Balcón Zócalo delicia vista inmejorable Recomiendo pensando visitar CDMX,6,2019,1
58,belleza hotel tantos servicios extras cafetería agua ubicación inmejorable limpieza orden cinco estrellas personal nivel adorable Altamente recomendable,6,2019,1
59,Buen hotel buena atención pleno centro cuidad destaca lindo es prácticamente boutique Buen servicio bar incluido ricas cosas picar horario cena Venden lindas cosas decorativas mismo lobby Recomendable,6,2019,1
60,Teniamos  horas espera aeropuerto ciudad México decidimos tomar Uber ir conocer zocalosumamente facil contactar Ubery baratoen mas media hora llegamos zócalo impresiona apenas llegamoses enorme rodeado edificios epocas coloniales gubernamentales Iglesias ruinas cuidad limpio sorprendentemente seguro habian advertido éste tema cambiado mucho deja impresión cuida turismo quedamos ganas mas horas recorrer seguramente volveremos,5,2019,1
61,Excelente Muestra Café Orgullosamente Mexicano fin semana presentó Zócalo gusto fomentar cultura café si Mexicano país café alto nivel respeto gustos verdad marca logo verde solo vende imitación café compara producto Si pueden visiten fincas cafetaleras Veracruz Oaxaca Chiapas orgullo Saludos,5,2019,1
62,alojamos cuatro ocasiones diferentes plazo mes primera estancia empezamos bien  restaurantes vez camas gemelas dieron habitación cama matrimonio  pies  pulgadas ancho mañana siguiente llegamos desayuno temprano encontrar todas mesas tomadas grupos europeos  llovió terraza cerrada haber hablado eficiente personal recepción salida próximas visitas ulteriores habitación doble bueno pequeña perfectamente formado tranquilo desayunos mejorado terraza abierto además zona desbordamiento inmediatamente comedor…,2,2012,1
63,justo plaza central ciudad México justo enfrente catedral desayuno sirve terraza aire libre terraza azotea asombroso puedes vagar comida algún tiempo habitación vistas Zócalo así buena vista habitaciones aunque pequeñas excelente,12,2011,1
64,proceso registro extremadamente lento hotel registramos tres parejas tratando registrarse parecía personal allí profundidad habitaciones nos alojamos allí dos veces pequeñas espacio equipaje Quizás si huéspedes pagamos extra habitación grande podría ayudar habitaciones estándar bien ubicación mejor característica justo Zócalo Square minutos pie plaza serie cosas ver restaurante planta arriba así comensales puedes mirar plaza mientras tomábamos comida Puede ruido si pasa ser festival o…,3,2011,0
65,ubicación fantástica justo Zócalo Parecía ser suficientemente seguro mí caminar unos siempre alerta embargo lugar tranquilo ninguna maneras día noche aire acondicionado extremadamente ruidoso Habitación bien limpias ordenadas funciona aunque cansado buscando Probamos bus ayer subir bajar a  centro sitios grandes ciudad buena relación calidadprecio dirigirnos hacia piscina lugar situada relajarse éste realmente centro ciudad esperar general buena relación calidadprecio céntrico Ciudad México,3,2011,1
66,situado centro Zócalo histórica ciudad México ubicación hace casa atractivo vacaciones ciudad así reuniones negocios adición habitaciones limpias cómodas habitaciones especialmente desayuno buffet puede ser recomendado situado tejado construyó proporciona Así vista excelente ciudad México general preciorelación relación excelente,9,2010,1
67,gran ubicación justo zócalo Checkin siempre fácil eficiente personal recepción siempre amable servicial habitaciones cómodas usted necesita restaurante bueno vistas increíbles cabe duda tener cuarta estancia aquí,5,2012,1
68,intentando entrar años así llama posible hacer reserva así merece pena alojarse justo centro ciudad vistas Zócalo vistas restaurante especialmente desayuno fantástico única queja constantemente trabajando calles allí difícil evitar ruido Estupendo lugar saltar toda ciudad México Sorprendentemente tráfico mejor zona lugares ciudad habitación bien vistas calles ventajas menos debido ruido construcción vista ver calle abajo bien vale pena Disfrute,2,2012,1
69,lugar encantador alojarse Magníficas vistas restaurante habitaciones limpias luminosas  comida deliciosa recién perfumada artículos  Recomendado,4,2012,1
70,tres noches pareció bueno ubicación céntrica Zócalo podría ser mejor puede hacer recorrido pie casco antiguo nunca sentimos peligro aunque grupo habitaciones bastante pequeñas limpias bien amuebladas desayuno restaurante buena mezcla platos europeos mexicanos embargo restaurante tan bien noche mal servicio comida embargo parte superior balcón exterior unas vistas Zócalo así vale pena ir allí bebida,3,2012,1
71,alojado últimos seis años vez dos veces año personal agradable buen servicio habitaciones cómodas limpiasmantenimiento veces problema Ubicación excelente corazón Zócalo plaza principal ciudad MéxicoEl gerente amable servicial restaurante franquicia calidad comida sólo feria volveré adelante año nuevo,11,2011,1
72,alli pasando parte vacaciones Navidad encantados precioso decoración exquisita ubicación inmejorable habitaciones amplias camas comodas baños super funcionales personal maravilloso super atentos mejor todo duda vistas habitacion teniamos vistas catedral zocalo unas vistas inmejorables azotea restaurante increible vistas tambien increibles volver,12,2018,1
73,Quedamos sorprendidos Reservamos suite dieron vista Zocalo Hermoso camas cómodas baño necesario pasta dental cepillos espuma afeitaretc Amplia suite agua embotellada manzanas disposicion dia café consumo invitación  Capuchinos sándwiches fruta fresca ensaladas refrescos jugos personal atento ubicación espectacular recomendable,2,2019,1
74,Excelente ubicación Optamos suite vista plaza realmente gran decisión noche ve zócalo catedral iluminada habitación amplia excelentes artículos baño incluyendo pasta dentífrica espuma afeitar desayuno Balcón Zócalo bueno abre partir  mañana cafetería planta baja abierta  horas ricos sandwiches recomendable hotel suite vista,1,2019,1
75,comienzo atención buena siempre amables especial Alejandro ayudó entrar pocos días después enfermé atentos especial Victoria Raúl realizaron todas diligencias médico igual forma pudiera tener medicamentos servicio h café genial pueden comer sandwich ensaladas bebidas alcohólicas incluidos servicio excelente especial chicas noche creo nombres Victoria Yaret igual forma servicio aseo diligente especial enferma Maria Luisa Reina Elizabet esforzaron extra realizaban aseo forma rápida nunca faltó nada último quiero…,1,2019,1
76,Bien ubicadolimpioconfortablebuena relación precio calidadespectacular ubicación ideal Teníamos posibilidad buffet comer tomar carta quisiéramos  hsa modo cafetería,12,2018,1
77,Nunca encontré regadera agua caliente tocaron aseo temprano desayuno incluido am dijeron pasta dental excelente vista cama delicia obscuridad total detalles pequeños mejorar,4,2019,1
78,palabras explicar bien sentí gracias staff hicieron sintiera casa  ayudaron bastante dejar mencionar invitan vino espumoso tequila llegada escogí buena opción ver toda plancha Zócalo adornada festejos patrios,9,2018,1
79,bonito decoración espectacular además inmejorable ubicación personal atento cordial siempre sonrisa dispuestos ayudar Definitivamente mejor lugar unas vacaciones ciudad México,3,2019,1
80,pequeño elegante limpio atención recepción buena limpieza habitaciones buena agua fruta dan pasillos habitaciones oportuno desayuno bufet variado gran vista restaurante observación debería dar prioridad huésped reservar cena gente quedamos ganas cenar balcón ubicación media cuadra zócalo vale pena,3,2019,1
81,ubicación excelente servicios atención buenas habitaciones cómodas ruidosas transito bien restaurante agradable ubicación excelente,2,2019,1
82,situado Zócalo cerca dos diferentes paradas metro Zócalo Allende ubicación genial zona Zócalo busteling tarde noche así si viaja solo zona segura habitación pequeña adecuado habitación impecable siempre limpio televisión varias estaciones inglés satélite sonidos televisión hilo baño así pierdas nada primer alojado México ofrecen ayuda Tours recepción zona daría sugerencias paradas metro taxi chapurreado ofrecen excursiones día decepcionante principio ubicación Zócalo mantuvo ocupados hice días servicio atención al…,9,2012,1
83,Probablemente mejor ubicación ciudad México depende quieras ver encantó ubicación reservamos gran relación calidadprecio habitación bastante pequeña importó modosjet lag pudimos dormir noche debido eso terraza desayuno vistas increíbles alojamos aquí  noches pasamos bien recomiendo,6,2012,1
84,buena ubicación buen desayuno  bueno puedo decir hotel arrogantes recepcionistas realmente pequeñas habitaciones  cama individual  adultos hombres estándar no importa pedimos consecuencia Internet presentación correctamente habitación dos camas  poner claramente cómo insatisfecho estábamos llaman cama matrimonial dos personas Zócalo tamaño pequeño cama individual baratos visitamos México viajado México  semanas Zócalo Hodiday Inn pertenece peor estado Aún así probablemente caro Si puede vivir buen desayuno terraza centro ciudad…,8,2012,0
85,Permítanme decir claramente podrá pagar vista permítanme vale pena normal servicio bueno Si miedo inseguridad alimentaria conseguir encasa taxi Podrá final feria paga doble seguro habitaciones viejas fashion pequeño terraza simplemente increíble podrá terminar pasar largas horas desayunos cena allí Ambos buena calidad aunque caro cuenta van   manzanas conseguir gran mexicano especialidades Recomiendo aún ahora ciudad centro Hitorico peatonal realmente buena idea hacer estancia agradable centro eso atajo decir sentirá terriblemente malo con…,10,2011,1
86,alojé aquí  noches pequeña oscura encontramos personal recepción amable desorganizado  tiempo llave habitación funcionaba sé si todavía registramos Normalmente merecería peor crítica ubicación verdaderamente ideal restaurante terraza fantástico Puedes mirar Plaza Zócalo beber  ¡o más mejores margaritas tenido,6,2012,1
87,excelente ubicación terraza azotea increíble excelente servicio perfectamente limpia desgracia habitaciones simplemente factible viajero negocios Muy pequeño agua potable pobre servicio Internet Si vacaciones pasado toda azotea tiempo Miré  tipos habitación incluso suite dejaba desear buena relación calidadprecio cuenta muchas opciones Ciudad México,10,2012,0
88,pena vistas increíbles Zócalo terraza puede comprar comida precios razonables cóctelesPrueba reservar mesa frente Habitaciones pequeñas cómodas sentimos seguros hacer viaje solitario,4,2012,1
89,¡maravilloso nivel ropa embotellado camas inmaculada roomservices cafetera caja seguridad atento sonriente chek Inn los agentes perfecto ver nivel frontera razonablemente buffet desayuno Era Goodyear chocolate suficientes huevos leche mejores pasteles hote pequeños Ihop  platos regionales Chilaquiles hoy mustio usted mustio prueba itdelicious,9,2012,1
90,simplemente dejó después encontrar cualquier opción tratar falta servicio apropiado ahora barato mejor para crítica tarde esencia comentario  personal tipo principio Blunt respuestas cualquier pregunta completa falta decencia brindando explicaciones tono  ¿por preguntando esto llevó loco  señora limpieza vienen primero temprano casi insinuado mientras iba baño vez luego llegará tarde limpiar habitación bastante molesto  Internet funcionaba  puede esperar precio habitación dropbox podía trepado skype imposible usar y…,10,2012,0
91,situado justo zócalo vistas increíbles restaurante azotea habitación pequeña anticuado limpio cama cómoda cafetera kettle así hacer té difícil México té inglés desayuno así recuerda llevar propio  botellas agua gratis días WiFi gratuito habitaciones cafetería tienda delicatessen cajero automático vestíbulo restaurante comida buena relación calidadprecio plato pasta  cerveza cuesta £ servicio bastante bueno estándares mexicanos buffet desayuno adecuado,9,2012,1
92,Excelente Hotel atención mejor café hacen riquísimo restaurante mejor  atención restaurante increíble hacen sentir bien comida riquísima  aniversario Chef preparó detalle rico  postre  cortesía  vista zócalo catedral Palacio Nacional única vale pena cada peso gastas escogería próxima visita Ciudad México Nota servicio café  hrs Agradecidos pos finas atenciones,1,2019,1
93,general bastante bien ubicación centro inmejorable atención recepcionistas personal valet personal limpieza estupenda Necesitamos plancha ropa arrugó trajo chica encantadora personal café central servicial atento único problema restaurante desayuno excepto primer día rudos maleducados Falta atención segundo día volvimos sentar primera fila obviamente vistas mesa cubiertos tan siquiera hicieron esfuerzo ponérnoslo tercer día nuevamente primera fila sol vistas chico agradable llamado Héctor dijo podía sentar ahí estaban…,1,2019,0
94,encuentra bien ubicado trasladarse cualquier área gustes conocer caminando cualquier medio transporte además personal siempre disponible atender cualquiera necesidades estadía,1,2019,1
95,Muy Buena recomendación hicieron gustaría pasar noche grito independencia avisarán paquete privado sexto piso poder reservar meza noche creo podríamos programar viaje familia ser  personas Saludos,1,2019,1
96,personal amable checkin checkout Siempre duspuestos ayudar puedan mejor limpio acogedor dudarlo quedaria ahi nuevo,12,2018,1
97,excelente lugar hermoso limpio necesita disfrutar ciudad agua embotellada fresca costo hotel podes llevar excursiones problemas servicio cafetería  hs solo faltaría variedad productos comer,1,2019,1
98,Excelente servicio ubicación buena limpieza habitación bien organizada personal siempre atentos si regresamos cuidad Mexico futuro definitivamente Zócalo Central primera opción,1,2019,1
99,Ideal quedarse tener acceso principales atracciones centro histórico punto ideal habitaciones tranquilas equipo colaboradores excelente Gracias recibimiento Alejandro equipaje equipo recepción Angélica Victoria camareras Luisa Victoria equipo restaurante piso  Félix luce,1,2019,1
100,buena ubicacion servicio regular excelente Incheck bien servicio restaurante terraza deja desear aire condicionado cuartos ruidoso efectivo Cuarto pequeño ventilacion,1,2019,0
101,buena atención señor Daniel Aguilar amable atento  cliente ustedes   visto Holiday inn  Ramada ahora Zócalo Central quedo bien  felicitaciones  ampliación restaurant terraza quedo bien  regresaron ofrecimiento manzanas retirado  saludos van buen camino,1,2019,1
