calificacion,fecha,nombre,opinion
ui_bubble_rating bubble_40, abril de 2018,Michelle T,"Muy buena ubicación, precio de habitación accesible, habitaciones limpias y gente muy amables. A pesar de que hay un bar en la parte alta del edificio, no hay interferencia del ruido en la noche. Solamente cambiará el menú de desayuno."
ui_bubble_rating bubble_40, abril de 2018,Kari P,Mi estadía en hostel mundo joven estuvo estupenda!! Excelente desayuno y atención. Muy buena onda de la gente tanto del personal como los huéspedes Muy buena ubicación y la zona es segura para caminar de noche
ui_bubble_rating bubble_10, mayo de 2018,Karla M,"Lo unico bueno: la ubicacion, pero hay mas hostales en la misma zona. Todo lo malo. El lugar luce sucio, con poco mantenimiento y mejoras, se ven los caños de agua pasar por las habitaciones, estas son oscuras, sucias y huelen mal, los baños sucios. atencion del personal mala. Pague habitacion con TV y no sirvio el sistema de sky. PERO LO PEOR. El excesivo ruido del antro que esta arriba del hostal, no solo por la musica, sino que los clientes salen gritando carcajeando y echando madres a horas de madrugada. PESIMO lugar."
ui_bubble_rating bubble_30, abril de 2018,Jazmin S,"Reserve tres noches, pero tuve que llegar dos días antes pero la primera noche basto para saber que no deseaba quedarme más tiempo allí.  Primero mi habitación daba al pasillo entonces durante la noche se escucho mucho ruido, la puerta del baño no cerraba, es decir; tenias que ir a otro lugar para usar el baño. El desayuno es básico, pero aceptable. No tienen el servicio de wifi, aunque ves la red en tu teléfono no te facilitan la contraseña, pero te dicen que tienen un computador para que lo uses y te conectes, sin embargo, no funcionan paginas como Booking. Es muy curioso que es mejor hacer la reserva con ellos en Booking, si la haces directamente allí debes pagar más, cancele las otras noches ya que el personal de recepción no es muy amable, debes esperar que hagan cambio de,…"
ui_bubble_rating bubble_10, julio de 2018,Esther S,"Me dejé olvidado un neceser con mi DNI, tarjeta de crédito y bastante dinero. Volví a las pocas horas, sólo había entrado el chico de la limpieza,la habitación no había sido ocupada por nadie. Cuando habléme con los responsables me dieron largas....y no recuperé nada. Un lugar en el que no se hacen responsables de algo así no merece la pena"
ui_bubble_rating bubble_50, junio de 2018,Maria G,"Nos encantó la ubicación del Hostel, la comodidad y limpieza. Solo un poco ruidosa los fines de semana por las fiestas en la azotea.  El buffete es bueno pero sugiero que deben poner más variedad para que no aburra estar desayunando lo mismo, para las personas que su estancia son muchos dias como mi caso.   Pero seguro que vuelvo a Hostel Mundo Joven!"
ui_bubble_rating bubble_30, junio de 2018,Alejandra M,"Me hospede con mi mamá en este hostal y a pesar de su hermosa vista, buen desayuno y acogedora terraza, el trato de las personas que te reciben en recepción no es el esperado. El día en que llegamos la persona que atendía en la recepción encontró un inconveniente en el nombre de la persona que había realizado la reserva por booking sin embargo, no nos ofreció ninguna solución y su actitud se mostraba bastante déspota.  Los camarotes suenan mucho cuando una de las personas se mueve y las sábanas que nos entregaron estaban sucias y manchadas. "
ui_bubble_rating bubble_50, diciembre de 2017,fer m,"Volvería sin dudar.  Estuve una semana en el lugar y la terraza que tienen es increible, la vista muy bonita. Fueron muy amables con nosotros, el desayuno fue regular pero en general lo recomiendo. Es muy barato"
ui_bubble_rating bubble_10, julio de 2018,Andres Felipe Baquero,"Voy a empezar describiendo lo positivo: está muy bien ubicado, incluye desayuno (pan, queso, jugo de limón o yogurth y cereales), tiene  cocina y una terraza, es económico y algunos miembros del staff son agradables.  Negativo: es muy sucio, no hacen buen aseo de zonas comunes, el segundo día se nos callo un dulce en la escaleta entre el 2do y 3er piso y después de 3 días seguía en el mismo lugar (no limpian!!!), El baño tenía mal olor, la ducha tenía mucha basura que no recogían, habían muchos sobres de shampoo usados y en la habitación que era para 6 personas casi que solo estabamos mi amigo y yo, los camarotes son de metal y suenan mucho cuando una de las 2 personas se mueve, para acabar de completar, después de quedarnos 5 noches en el hostel nos retrasamos 1 hora en hacer,…"
ui_bubble_rating bubble_40, octubre de 2018,Carolin Toloza,"El Hostal efectivamente cumple con lo que ofrece, dormitorio con las comodidades básicas y espacios justos. Aseo suficiente para el nivel de uso (nosotras prácticamente solo llegábamos a descansar brevemente y dormir. Un desayuno demasiado básico pero repito es lo que se ofrece, nada más ni menos. La única queja concreta es el ruido excesivo a altas horas a pesar de existir “reglas de la casa” y una falta de control absoluta sobre esto, por lo que le recomiendo a cualquiera que visite, tapones de oído, sino sufrirá por el insomnio.  Lo excelente es el bar de la terraza del mismo edificio, con una vista monumental, tragos a precios razonables y unasuper buena atención."
ui_bubble_rating bubble_50, mayo de 2018,kauldy,"mi cama tenia vista directa la Zocalo, la verdad estaba muy padre, me quede en una habitación de 6 camas con baño dentro de la habitación, todo limpio, buen servicio.  me volvería a quedar ahí sin duda, les recomiendo que visiten el bar de la terraza, tiene una excelente vista."
ui_bubble_rating bubble_10, septiembre de 2018,Anni K,"Mi mala experiencia es por culpa de David, uno de los recepcionistas. Trata de una forma totalmente despreciable a los huéspedes. No tiene ningún tipo de respeto ni consideración.  Una pena poner esta calificación, ya que el resto del staff es encantador.   Espero que el manager del hotel tome medidas al respecto."
ui_bubble_rating bubble_50, febrero de 2018,jcahua16,El hostel está ubicado en pleno centro histórico de la CDMX con una terraza muy bonita donde ademas de tomar una bebida tiene una gran vista y se puede conocer personas de diferentes países. Me tocó estar 6 noches con personas increíbles. Roy y Brenda eran parte del staff alojados en mi habitación los cuales me ayudaron y aconsejaron mucho. El desayuno debería de ser mas variado. Agradable estancia
ui_bubble_rating bubble_10, agosto de 2018,Carlos B,"Lo mas desagradable que pueda existir,iba con muchas ilusiones de tener una buena impresión del hostal pero mi sorpresa fue un cuarto viejo con sábanas viejas y sucias con cucharas en la cama demasiado calor en los cuartos no te proporciona ni jabón ni tuallas"
ui_bubble_rating bubble_30, febrero de 2019,Edgardo Sánchez,"Los puntos a favor son su ubicación, muy estratégica y céntrica. El personal es muy amable y te ayudan con cualquier duda o recomendación que necesites. La limpieza y las habitaciones son bastante buenas por el precio que ofrecen. La desventaja es que para descansar después de un día largo se puede hacer difícil ya que la terraza por las noches (sobre todo fines de semana) es un bar y se filtra algo de ruido tanto de la música como de las personas que llegan."
ui_bubble_rating bubble_30, febrero de 2019,nathaliat888,"Punto Ganador: Ubicado justo en el Zócalo, detrás de la catedral metropolitana y es de los hostel Low-Cost. Punto Ganador: Ubicado perfecto para tomar el metro (subway) y para tomar los autobuses oficiales que hacen los 4 circuitos turisticos en la ciudad. Punto NO ganador: Si eres morning-person deberás buscar tu desayuno en locales de Avenida Madero o en los alrededores."
ui_bubble_rating bubble_50, enero de 2019,Quimbaya,"El hostel es de lo mejor! Tiene un excelente desayuno, atención, limpieza! Todos son muy amables! La ubicación es increíble porque está en pleno centro histórico a un paso de todos los lugares! Más que recomendable "
ui_bubble_rating bubble_50, noviembre de 2018,Amaia T,"La ubicación es espectacular, en pleno zócalo. Desde la misma cama se ve la catedral, una auténtica maravilla!! La terraza es verdaderamente espectacular, con un ambiente inmejorable. Y el servicio muy bueno, han sido muy amables todos, recepción, bar, dirección... De verdad gracias por tratarnos tan bien Joxean, Juanito y a los demás!! Nos volveremos a ver."
ui_bubble_rating bubble_20, octubre de 2018,Mari Du,"Lo único destacable del hostel es su ubicación, es genial, salvo de noche que no es una zona muy segura y todo cierra temprano, incluso para cenar.  Las habitaciones son mínimas, muy básicas. El agua de la ducha salió fría siempre...es muy ruidoso y el edificio esta viejo y descuidado. Es muy lindo el bar de la terraza, pero si queres descansar no es el lugar ideal ya que todas lad noches ponen música muy fuerte hasta tarde. "
ui_bubble_rating bubble_40, noviembre de 2012,sana_pdc,"En realidad me alojé allí por segunda vez ahora y tengo que decir que es un buen hostal. Como no soy la persona que normalmente se hospeda en albergues esta es una muy buena : -) El personal es muy amable y servicial. El hostal está limpio, me alojé en un albergue (muy poco) de las niñas y tuvimos que compartir el baño con otro dormitorio para chicas, así que en total 8 chicas con un baño pero estaba bien. me imaginé que fuera más difícil. tienes 3 ordenadores que puedes usar gratis, acceso gratuito a Internet WIFI, caja fuerte ... Lo único que era un poco molesto es que es de alguna manera ruidosa. Me alojé en el 2Â° piso y que era bastante ruidosa. la última vez que me alojé en la 6ª planta en compartida con 6 personas y que estaba bien. La ubicación del hostal es fantástica,,…"
ui_bubble_rating bubble_50, noviembre de 2012,Lisawrightsoul,"Me quedé muy impresionado con todas las facetas de mi estancia, la relación calidad-precio, limpieza, amabilidad y ubicación de la Catedral hostal, edificio tiene ascensor, incluido el desayuno era bueno. Sin duda me alojaría aquí de nuevo."
ui_bubble_rating bubble_40, noviembre de 2012,suel13,"Este hostal es muy agradable y en una gran parte de la ciudad de México, justo al lado de la plaza principal y Catedral Metropolitana. ofrece una buena relación calidad-precio en Tours. El hostal tiene habitaciones privadas también, pero nosotros nos alojamos en una co-ed habitación para 6. El desayuno también está incluido y también hay un restaurante y un bar en la azotea que tiene vistas estupendas! Me alojaría aquí de nuevo."
ui_bubble_rating bubble_40, octubre de 2012,kayak-atitlan,"Yo no suelen alojarse en hostales, pero me encontré que necesite un lugar para alojarse a corto plazo. Mi conexión de vuelo no sucedió, así que yo estaba en la ciudad de México por la noche. Me tomó las nuevas Metrobus desde el aeropuerto (otra gran oferta), y fuimos buscando un lugar para pasar la noche. Me registré en las habitaciones privadas en Mundo joven hostal y estaba perfectamente contento con el alojamiento. Puedo recomendar este hotel a otros."
ui_bubble_rating bubble_50, noviembre de 2012,Cassie P,"Este fue el mejor lugar para alojarse en D. F. Estábamos justo en la plaza cerca del metro, comida, lugares turísticos, tiendas, taxis. era una gran ubicación. Las habitaciones tenían armarios para tus cosas y estaba limpio. Desayuno gratuito cada mañana. El hostal poner en tours y fue divertido ir con el hostal porque teníamos un eficiente y divertido guía y nos hicimos muchos amigos. Hay un ordenador y sala de TV, un restaurante en el albergue. El personal era muy amable y nos dio buenas recomendaciones de lugares para comer. Este lugar me hizo nuestra estancia tan increíble. no me hubiera hecho cualquier otra manera."
ui_bubble_rating bubble_50, enero de 2013,Merrillemma,"hemos estado también muchos albergues y éste es, de lejos, uno de los mejores en los que hemos estado! La ubicación era fantástica (justo detrás del Zócalo y la catedral).  La habitación estaba limpia y amplia, las duchas estaban calientes. La chica en el hostal hablaba muy bien inglés y era muy servicial. También nos dio algunas recomendaciones para comer y beber. gran lugar para conocer a otros viajeros demasiado ; -) El único inconveniente es que la cocina es un poco pequeña y se llena bastante concurrido. Sin duda recomendaría este lugar a cualquiera que se aloje en la ciudad de México!"
ui_bubble_rating bubble_40, febrero de 2013,Mykimike25,"Me alojé en quiere catedral y me encantó. Los dormitorios son pequeñas, así que no es demasiado ruidoso. Las duchas trabajo sorprendentemente bien y nunca tuve que esperar para ellos. El bar de la azotea es un buen lugar para reunirse con los amigos y la remolacha es barato (16 pesos).  cn o relajarse en el k de detalles más abajo con sus propias bebidas. Fernando es un tío guay que hace los paseos y espectáculos de caminar alrededor. verlo."
ui_bubble_rating bubble_50, enero de 2013,JustinConsults,"todavía recuerdo algunos del personal después de un mes viajando ha aprobado. Gracias Fernando y Mel para mostrando mis amigos y yo un buen tiempo en varias ocasiones. Me he alojado en muchos albergues y este lugar tenía el mejor personal que he conocido. También me encantó el bar de la azotea y el gran patio al aire libre al lado de la cocina en la 5ª planta. me alojaría aquí de nuevo, también una excepcional ubicación."
ui_bubble_rating bubble_40, diciembre de 2012,moniqx,"Este lugar tiene una ubicación perfecta, que te permite caminar por el centro de la ciudad de México, donde hay mucho que ver, y buenos lugares para comer, ir de compras y de fiesta. Todo está a poca distancia andando y si no, tienes una estación de metro a una cuadra de distancia. Las habitaciones privadas son bastante pequeñas y un poco de ruido, no demasiado cómoda, pero supongo que eso es lo que te dan por ese precio. Wi-fi funcionó bastante bien y los chicos de recepción fue muy amable y muy servicial. En general, muy buena relación calidad-precio."
ui_bubble_rating bubble_40, diciembre de 2012,HM-Yu,"La ubicación es perfecta! Está justo en el centro de la ciudad de México justo detrás de la iglesia de la Catedral, hay dos estaciones de metro cerca del Hoste en 10 minutos andando. Las habitaciones y los cuartos de baño son limpios y el personal es amable. El desayuno contiene: fruta, pan, café, yogur es básico pero bueno.Lo único puede quejarse es un poco ruidoso por la noche.Quizás difícil dormir por sueño ligero."
ui_bubble_rating bubble_50, agosto de 2013,Nikki D,"Esta fue la primera vez que viajaba sola y este hostal todo era bueno para mí. muy grande, muy social y hostal es excelente, especialmente si queréis conocer a más gente. El personal es muy amable y nos hizo un esfuerzo para satisfacer necesidades y mochileros eran geniales en organizar excursiones a pie y celebrar barbacoas en la azotea, etc. ubicación es perfecta, en términos de acceder a otras partes de la ciudad a pie// de autobuses metro y consejos siempre determinado de lugares para visitar. Las habitaciones son limpias, seguras y el desayuno es estupendo! en general, fue una experiencia fantástica y se lo recomendaría este hostal a cualquiera que sé que visitas la ciudad ..."
ui_bubble_rating bubble_40, julio de 2013,genreina,"Este hostal está situado en una gran ubicación, todo el mundo es muy agradable y servicial, la comida es genial, la vista es fantástica, está limpio, es cómodo, y es segura. Si vas, sabiendo que será más ruidoso de la noche (estábamos normalmente despertaron en hasta las 4 de la mañana), que quizás esté bien. Si no hubiera sabido de antemano por leer los comentarios de otros, habría sido irritados. A pesar del ruido, tuvimos una estancia fantástica y me alojaría aquí de nuevo!"
ui_bubble_rating bubble_50, marzo de 2013,Amanda M,"Realmente disfruté de mi tiempo en Mundo joven. No puedo decir nada malo de este hostal, todo el personal era muy amable, había una gran seguridad, nunca me sentí no atendidos. El hostal ofrece actividades durante el día y por la noche, y eran gratis. Desde tours al mercado, a hacer guacamoli. En resumen el hostal en unas pocas palabras lo que sería una gran ubicación, buena gente, buen ambiente = gran hostal."
ui_bubble_rating bubble_50, abril de 2013,Julio M,"Este hostal es increíble. yo lo pasamos de maravilla, el lugar tiene una gran ubicación. La gente que trabaja allí son increíbles. - 24 horas recepción y una bonita cocina. El bar es el mejor en el centro de la ciudad. - Las habitaciones son muy limpias.  Sin duda volveré. Gracias"
ui_bubble_rating bubble_40, marzo de 2013,Will155032,"Gran ambiente, hermosa vista desde el techo y gente amable. Un agradable lugar para disfrutar de una cerveza fría y conocer a otros viajeros. Sin duda lo recomiendo. El personal habla inglés. El acceso al hotel está asegurado con tarjetas magnéticas. Hay un restaurante público en la primera planta."
ui_bubble_rating bubble_40, septiembre de 2013,suzalt,"Me lo pasé de maravilla en el albergue Catedral- fue la primera parada en mi primer viaje solo aventura y el personal me hizo sentir como en casa y relajados. El hostal estaba bastante tranquilo, con la mitad de los acogedores viajeros vacíos y en su mayoría franceses lo que significa que me sentí un poco aislado a veces, pero Fernando, Martin y co lleno mis días con divertidas excursiones y noches gratis para beber en el bar de la azotea (y más allá) así que no me importó mucho en absoluto! recomendaría este hostal a cualquiera."
ui_bubble_rating bubble_30, septiembre de 2013,franciele_cwb,"Nos alojamos por 5 noches. hemos pagado para la última noche de antelación, pero nuestros planes cambiaron y no reembolso. El personal es muy amable y son cada vez con prisa con otras cosas, pero los clientes. Los baños y la cocina están un poco sucia. Tienen buenos precios para happyhours, pero en el restaurante los hostelsclients pagar como los otros. El desayuno es muy bueno (tienes comida continental y mexicana). La comida y cervezas en el restaurante es caro y la comida no es buena (frío).  Tienen una ubicación excelente y buenos precios para habitaciones privadas."
ui_bubble_rating bubble_40, septiembre de 2013,Ittaitr,"Pasé una noche en el hostal. parecía que sería bueno, si allí donde más gente. fue muerto sin, y el personal parecía menos entusiasta. Las habitaciones están limpias, pero son muy básicas, duchas calientes pero el agua sólo pasa por 5 segundos en un tiempo, bar de la azotea tiene unas vistas increíbles, pero es solitaria cuando están vacíos.  dan acceso gratuito a ordenadores pero el wifi es inestable. todo el tiempo que estuve allí el orinal estaba atascado y no lo arreglaron ...  En resumen, un lugar, si el personal pagaría más atención y ser más entusiasta sería increíble."
ui_bubble_rating bubble_50, agosto de 2013,BrunaAndrade,"Se encuentra en el centro de Zócalo, es uno de los mejores albergues en los que me he alojado jamás. gran infraestructura, personal muy agradable, gran desayuno. Hay un bar en la azotea con bebidas baratas para los huéspedes. La azotea de la Catedral, el Zócalo y la Plaza de la Constitución es genial, ya sea por la noche o durante el día (abre a las 9 de la mañana).  El hostal es muy concurrido, así que asegúrate de reservar con antelación."
ui_bubble_rating bubble_30, agosto de 2013,Dor1988,"Pros: muy bien situado, muy segura, buen desayuno Contras - cero privacidad - si abres la ventana el hostal entero puede ver en su habitación. extremadamente ruidoso. Los irritante métodos de ahorro de agua en la ducha - lo más celebrar el mango a fin de conseguir un flujo de agua."
ui_bubble_rating bubble_50, octubre de 2012,MitchMcClenahan,"Es muy difícil encontrar nada malo que decir de este lugar. llegué allí buscando un lugar para dormir en el jet lag para un par de noches antes de salir para el sur, pero terminó por un par de semanas. Según mi experiencia, tiene todo lo que puedas querer o necesitar de un hostal y mucho más: relación calidad-precio, mejor posible ubicación en el borde del Zócalo, un personal estupendo, montones de actividades y excursiones, limpio acogedores que no son demasiado lleno (4-6 camas en vez de 12 o más), una cocina donde se puede cocinar su propia comida y también puedes beber su bebida también aquí, aunque el bar en la azotea, los precios son difíciles de superar en cualquier caso (todas las cervezas son sólo 16 pesos por hostal).  Aquí también es un buen lugar para tomar una,…"
ui_bubble_rating bubble_40, octubre de 2012,Stagmouth,"Llegué a la puerta del hostal a las 1 am preocupado porque las puertas estaban cerradas y nunca había estado en esta ciudad antes! Llamé a la guardia de seguridad, que me dejaron en y me llevó a la recepción. El personal era muy amable, especialmente en esa hora! Fui a la recepción, en numerosas ocasiones, y el restaurante y cada miembro del personal era increíblemente servicial. El único inconveniente es el ruido, pero tienes que esperar que estar en medio de la acción. También es un poco caro para las instalaciones. No obstante recomendaría este hostal a cualquiera."
ui_bubble_rating bubble_50, junio de 2012,cocherry,"Me alojé durante el fin de semana en Hostal Catedral y estaba un poco nervioso debido a los comentarios sobre un montón de ruido y la fiesta. Puedo decir honestamente que dormí perfectamente bien y había muy poco ruido. El personal era muy amable y servicial, y tenían tours que puedes tomar. Sin duda recomiendo el recorrido a pie, ya que es barato y servicial. La habitación estaba limpia y me sentí seguro en el hostal. Fue sólo alrededor de $15 por noche, incluido el desayuno. Sin duda me alojaría aquí de nuevo! La ubicación era estupenda, justo en el medio de todo!"
ui_bubble_rating bubble_40, julio de 2012,PotterNo1,"Este hostal es el típico HI asunto realmente- decente ubicación, barato si eres un hola miembro, un poco caro si no. Todo el personal es bilingüe, buen desayuno, café gratuito, habitaciones tienen bonitas, cómodas camas, armarios y son muy limpio y seguro. En general, no tiene nada destacable pero estupendo para viajeros jóvenes ya tiene unas 16 pesos de ingenio del bar de la azotea cervezas, una agencia de viajes dentro (es bastante bueno, hice una excursión con ellos) y está justo en el Zócalo.  cosas que podrían ser mejor- los baños son diminutas, apenas espacio para abrir la puerta. No hay enchufes en las habitaciones, que están en la zona de baño compartido lo que significa que podría dejar su iphone sin resguardo en una llave. Los dormitorios en la 1ª y 5ª planta son muy,,…"
ui_bubble_rating bubble_40, febrero de 2012,GabiG3,"Esta fue mi primera vez en este hostal y yo tuvimos una muy buena experiencia. Mi marido y yo nos dieron una habitación queen privado y tiene un buen tamaño, con TV de plasma y TV por cable, baño pivate. La habitación tiene armarios para que podamos mantuvo nuestras portátiles sin problema. Pros: super seguro en cualquier momento, la ubicación es genial, tiene una gran terraza en la 5ª planta, un buen restaurante con música, gran servicio, super limpia, desayuno continental incluido. Contras: la única, que podría no ser tan malo si se levantan temprano, el ruido producido por el restaurante por la mañana. Si quieres la mejor habitación, pide el tamaño king con terraza incluido (vistas a la catedral).  sólo hay una habitación de este tipo y es absolutamente genial. Por desgracia,,…"
ui_bubble_rating bubble_40, marzo de 2018,Charlie P,"Excelente ubicación, instalaciones buenas y limpias. Las habitaciones son muy cómodas y el personas lo suficiente amable. El único pero es el aislamiento de sonido, porque puedes escuchar a los otros huéspedes a todas horas."
ui_bubble_rating bubble_40, marzo de 2018,denisseBru,"Excelente ubicación, frente al zócalo, facilidad a medios de transporte, muy buena ubicación para turistas, comodidad, buen ambiente, muy buen personal, desayuno rico y bonita vista desde habitacion y terraza."
ui_bubble_rating bubble_40, febrero de 2018,Patú V,"Todo perfecto. Excepto si buscas socializar, no hay un área común accesible para conocer gente a menos que vayas en la noche al bar en el último peso. Fuera de eso, excelente relación calidad-precio y buenas instalaciones."
ui_bubble_rating bubble_30, febrero de 2018,Martin F,"Muy buena ubicacion, tiene seguridad las 24 hs, pero las habitaciones se ven como improvisadas, con tuberias que pasan por los cuartos y a nuestro cuarto le faltaban tomacorrientes, solo los habia arriba del lavabo! Si quieres el control remoto de la tv tienes que pagar 100 pesos extra, no tiene aire acondicionado, apenas un pequeño ventilador"
ui_bubble_rating bubble_30, diciembre de 2017,Kelly L,"Bueno como bien sabemos los hostel son lugares para literalmente pasar la noche, la ubicación es excelente porque facilita moverse a todos lados, el concepto juvenil también es bueno, pero debo decir que la limpieza deja mucho que desear, NO limpian entre un huésped y otro lo que se soluciona fácil con llevar su propia cobija y almohada sencilla, no hay aire acondicionado pero como fui en época de frío no era necesario, todo el día y noche hay bastante movimiento las paredes son súper delgadas por lo que escucharán a todos los vecinos, así que tomen sus precauciones también para el baño y la regadera, yo no pase mucho tiempo ahí ya que prácticamente solo llegue a dormir unas horas, y el desayuno también tiene horario no esperen gran cosa solamente cereal, pan y fruta por el,…"
ui_bubble_rating bubble_40, abril de 2018,Ferhhr,"Excelente atención al cliente, tiene una muy buena ubicación para los dirigentes puntos del la ciudad, la terraza esta fabulosa y la suite con terraza muy recomendada para parejas.... Desayuno básico pero está bueno o ara iniciar el día tal vez variarlo un poco."
ui_bubble_rating bubble_10, abril de 2018,Natalia R,"Problemas constantes con Internet,de 5 cinco días que estuve solo 2 hubo internet y no fue del mejor.Poco atentos y serviciales el personal de recepción. Lo único bueno es la ubicación. La limpieza en las habitaciones no es del todo bueno. No lo recomiendo."
