,opinion,mes,año,retroalimentacion
12,unico bueno ubicacion mas hostales misma zona malo lugar luce sucio mantenimiento mejoras ven caños agua pasar habitaciones oscuras sucias huelen mal baños sucios atencion personal mala Pague habitacion TV sirvio sistema sky PEOR excesivo ruido antro arriba hostal solo musica sino clientes salen gritando carcajeando echando madres horas madrugada PESIMO lugar,5,2018,0
13,Reserve tres noches llegar dos días primera noche basto saber deseaba quedarme tiempo allí Primero daba pasillo entonces noche escucho ruido puerta baño cerraba decir tenias ir lugar usar baño desayuno básico aceptable servicio wifi aunque ves red teléfono facilitan contraseña dicen computador uses conectes embargo funcionan paginas Booking curioso mejor hacer reserva Booking si haces directamente allí debes pagar más cancele noches personal recepción amable debes esperar hagan cambio de…,4,2018,0
14,dejé olvidado neceser DNI tarjeta crédito bastante dinero Volví pocas horas sólo entrado chico limpiezala sido ocupada nadie habléme responsables dieron largasy recuperé nada lugar hacen responsables así merece pena,7,2018,0
15,encantó ubicación Hostel comodidad limpieza Solo ruidosa fines semana fiestas azotea buffete bueno sugiero deben poner variedad aburra desayunando mismo personas estancia dias caso seguro vuelvo Mundo Joven,6,2018,1
16,hospede mamá pesar hermosa vista buen desayuno acogedora terraza trato personas reciben recepción esperado día llegamos persona atendía recepción encontró inconveniente nombre persona realizado reserva booking embargo ofreció ninguna solución actitud mostraba bastante déspota camarotes suenan personas mueve sábanas entregaron sucias manchadas,6,2018,0
17,Volvería dudar semana lugar terraza increible vista bonita amables nosotros desayuno regular general recomiendo barato,12,2017,1
18,Voy empezar describiendo positivo bien ubicado incluye desayuno pan queso jugo limón yogurth cereales cocina terraza económico miembros staff agradables Negativo sucio hacen buen aseo zonas comunes segundo día callo dulce escaleta do er piso después  días seguía mismo lugar no limpian baño mal olor ducha mucha basura recogían sobres shampoo usados  personas casi solo estabamos amigo yo camarotes metal suenan  personas mueve acabar completar después quedarnos  noches retrasamos  hora hacer…,7,2018,0
19,efectivamente cumple ofrece dormitorio comodidades básicas espacios justos Aseo suficiente nivel uso nosotras prácticamente solo llegábamos descansar brevemente dormir desayuno demasiado básico repito ofrece menos única queja concreta ruido excesivo altas horas pesar existir “reglas casa” falta control absoluta esto recomiendo cualquiera visite tapones oído sino sufrirá insomnio excelente bar terraza mismo edificio vista monumental tragos precios razonables unasuper buena atención,10,2018,1
20,cama tenia vista directa Zocalo verdad padre quede  camas baño dentro habitación limpio buen servicio volvería quedar ahí duda recomiendo visiten bar terraza excelente vista,5,2018,1
21,mala experiencia culpa David recepcionistas Trata forma totalmente despreciable huéspedes ningún tipo respeto consideración pena poner calificación resto staff encantador Espero manager tome medidas respecto,9,2018,0
22,ubicado pleno centro histórico CDMX terraza bonita ademas tomar bebida gran vista puede conocer personas diferentes países tocó  noches personas increíbles Roy Brenda parte staff alojados cuales ayudaron aconsejaron mucho desayuno debería ser mas variado Agradable estancia,2,2018,1
23,mas desagradable pueda existiriba muchas ilusiones tener buena impresión sorpresa cuarto viejo sábanas viejas sucias cucharas cama demasiado calor cuartos proporciona jabón tuallas,8,2018,0
24,puntos favor ubicación estratégica céntrica personal amable ayudan cualquier duda recomendación necesites limpieza bastante buenas precio ofrecen desventaja descansar después día largo puede hacer difícil terraza noches sobre fines semana bar filtra ruido música personas llegan,2,2019,0
25,Punto Ganador Ubicado justo Zócalo detrás catedral metropolitana LowCost Punto Ganador Ubicado perfecto tomar metro subway tomar autobuses oficiales hacen  circuitos turisticos ciudad Punto ganador Si morningperson deberás buscar desayuno locales Avenida Madero alrededores,2,2019,0
26,mejor excelente desayuno atención limpieza amables ubicación increíble pleno centro histórico paso lugares recomendable,1,2019,1
27,ubicación espectacular pleno zócalo misma cama ve catedral auténtica maravilla terraza verdaderamente espectacular ambiente inmejorable servicio bueno sido amables todos recepción bar dirección verdad gracias tratarnos tan bien Joxean Juanito demás volveremos ver,11,2018,1
28,único destacable ubicación genial salvo noche zona segura cierra temprano incluso cenar mínimas básicas agua ducha salió fría siemprees ruidoso edificio viejo descuidado lindo bar terraza si queres descansar lugar ideal todas lad noches ponen música fuerte tarde,10,2018,0
29,realidad alojé allí segunda vez ahora decir buen hostal persona normalmente hospeda albergues buena   personal amable servicial limpio alojé albergue muy poco niñas compartir baño dormitorio chicas así total  chicas baño bien imaginé difícil  ordenadores puedes usar gratis acceso gratuito Internet WIFI caja fuerte  único molesto alguna manera ruidosa alojé Â° piso bastante ruidosa última vez alojé ª planta compartida  personas bien ubicación fantástica…,11,2012,1
30,quedé impresionado todas facetas estancia relación calidadprecio limpieza amabilidad ubicación Catedral hostal edificio ascensor incluido desayuno bueno duda alojaría aquí nuevo,11,2012,1
31,agradable gran parte ciudad México justo lado plaza principal Catedral Metropolitana ofrece buena relación calidadprecio Tours privadas también alojamos coed  desayuno incluido restaurante bar azotea vistas estupendas alojaría aquí nuevo,11,2012,1
32,suelen alojarse hostales encontré necesite lugar alojarse corto plazo conexión vuelo sucedió así ciudad México noche tomó nuevas Metrobus aeropuerto otra gran oferta buscando lugar pasar noche registré privadas Mundo joven perfectamente contento alojamiento Puedo recomendar otros,10,2012,1
33,mejor lugar alojarse D F justo plaza cerca metro comida lugares turísticos tiendas taxis gran ubicación armarios cosas limpio Desayuno gratuito cada mañana poner tours divertido ir eficiente divertido guía hicimos amigos ordenador sala TV restaurante albergue personal amable dio buenas recomendaciones lugares comer lugar hizo estancia tan increíble hecho cualquier manera,11,2012,1
34,albergues éste es lejos mejores estado ubicación fantástica justo detrás Zócalo catedral limpia amplia duchas calientes chica hablaba bien inglés servicial dio recomendaciones comer beber gran lugar conocer viajeros demasiado   único inconveniente cocina pequeña llena bastante concurrido duda recomendaría lugar cualquiera aloje ciudad México,1,2013,1
35,alojé quiere catedral encantó dormitorios pequeñas así demasiado ruidoso duchas trabajo sorprendentemente bien nunca esperar ellos bar azotea buen lugar reunirse amigos remolacha barato  pesos cn relajarse k detalles abajo propias bebidas Fernando tío guay hace paseos espectáculos caminar alrededor verlo,2,2013,1
36,todavía recuerdo personal después mes viajando aprobado Gracias Fernando Mel mostrando amigos buen tiempo varias ocasiones alojado albergues lugar mejor personal conocido encantó bar azotea gran patio aire libre lado cocina ª planta alojaría aquí nuevo excepcional ubicación,1,2013,1
37,lugar ubicación perfecta permite caminar centro ciudad México ver buenos lugares comer ir compras fiesta poca distancia andando si no estación metro cuadra distancia privadas bastante pequeñas ruido demasiado cómoda supongo dan precio Wifi funcionó bastante bien chicos recepción amable servicial general buena relación calidadprecio,12,2012,1
38,ubicación perfecta justo centro ciudad México justo detrás iglesia Catedral dos estaciones metro cerca Hoste  minutos andando cuartos baño limpios personal amable desayuno contiene fruta pan café yogur básico buenoLo único puede quejarse ruidoso nocheQuizás difícil dormir sueño ligero,12,2012,1
39,primera vez viajaba sola bueno mí grande social excelente especialmente si queréis conocer gente personal amable hizo esfuerzo satisfacer necesidades mochileros geniales organizar excursiones pie celebrar barbacoas azotea etc ubicación perfecta términos acceder partes ciudad pie autobuses metro consejos siempre determinado lugares visitar limpias seguras desayuno estupendo general experiencia fantástica recomendaría cualquiera sé visitas ciudad ,8,2013,1
40,situado gran ubicación mundo agradable servicial comida genial vista fantástica limpio cómodo segura Si vas sabiendo ruidoso noche estábamos normalmente despertaron  mañana quizás bien Si sabido antemano leer comentarios otros sido irritados pesar ruido estancia fantástica alojaría aquí nuevo,7,2013,1
41,Realmente disfruté tiempo Mundo joven puedo decir malo hostal personal amable gran seguridad nunca sentí atendidos ofrece actividades día noche gratis tours mercado hacer guacamoli resumen unas pocas palabras gran ubicación buena gente buen ambiente  gran hostal,3,2013,1
42,increíble pasamos maravilla lugar gran ubicación gente trabaja allí increíbles   horas recepción bonita cocina bar mejor centro ciudad  limpias duda volveré Gracias,4,2013,1
43,Gran ambiente hermosa vista techo gente amable agradable lugar disfrutar cerveza fría conocer viajeros duda recomiendo personal habla inglés acceso asegurado tarjetas magnéticas restaurante público primera planta,3,2013,1
44,pasé maravilla albergue Catedral primera parada primer viaje solo aventura personal hizo sentir casa relajados bastante tranquilo mitad acogedores viajeros vacíos mayoría franceses significa sentí aislado veces Fernando Martin co lleno días divertidas excursiones noches gratis beber bar azotea y allá así importó absoluto recomendaría cualquiera,9,2013,1
45,alojamos  noches pagado última noche antelación planes cambiaron reembolso personal amable cada vez prisa cosas clientes baños cocina sucia buenos precios happyhours restaurante hostelsclients pagar otros desayuno bueno tienes comida continental mexicana comida cervezas restaurante caro comida buena frío ubicación excelente buenos precios privadas,9,2013,0
46,Pasé noche hostal parecía bueno si allí gente muerto sin personal parecía menos entusiasta limpias básicas duchas calientes agua sólo pasa  segundos tiempo bar azotea unas vistas increíbles solitaria vacíos dan acceso gratuito ordenadores wifi inestable tiempo allí orinal atascado arreglaron  resumen lugar si personal pagaría atención ser entusiasta increíble,9,2013,1
47,encuentra centro Zócalo mejores albergues alojado jamás gran infraestructura personal agradable gran desayuno bar azotea bebidas baratas huéspedes azotea Catedral Zócalo Plaza Constitución genial noche día abre  mañana concurrido así asegúrate reservar antelación,8,2013,1
48,Pros bien situado segura buen desayuno Contras  cero privacidad  si abres ventana entero puede ver habitación extremadamente ruidoso irritante métodos ahorro agua ducha  celebrar mango fin conseguir flujo agua,8,2013,0
49,difícil encontrar malo decir lugar llegué allí buscando lugar dormir jet lag par noches salir sur terminó par semanas Según experiencia puedas querer necesitar más relación calidadprecio mejor posible ubicación borde Zócalo personal estupendo montones actividades excursiones limpio acogedores demasiado lleno  camas vez  más cocina puede cocinar propia comida puedes beber bebida aquí aunque bar azotea precios difíciles superar cualquier caso todas cervezas sólo  pesos hostal Aquí buen lugar tomar una…,10,2012,1
50,Llegué puerta  am preocupado puertas cerradas nunca ciudad antes Llamé guardia seguridad dejaron llevó recepción personal amable especialmente hora recepción numerosas ocasiones restaurante cada miembro personal increíblemente servicial único inconveniente ruido esperar medio acción caro instalaciones obstante recomendaría cualquiera,10,2012,1
51,alojé fin semana Catedral nervioso debido comentarios montón ruido fiesta Puedo decir honestamente dormí perfectamente bien ruido personal amable servicial tours puedes tomar duda recomiendo recorrido pie barato servicial limpia sentí seguro hostal sólo alrededor  noche incluido desayuno duda alojaría aquí nuevo ubicación estupenda justo medio todo,6,2012,1
52,típico HI asunto realmente decente ubicación barato si hola miembro caro si no personal bilingüe buen desayuno café gratuito bonitas cómodas camas armarios limpio seguro general destacable estupendo viajeros jóvenes unas  pesos ingenio bar azotea cervezas agencia viajes dentro es bastante bueno hice excursión ellos justo Zócalo cosas podrían ser mejor baños diminutas apenas espacio abrir puerta enchufes habitaciones zona baño compartido significa podría dejar iphone resguardo llave dormitorios ª ª planta muy…,7,2012,1
53,primera vez buena experiencia marido dieron queen privado buen tamaño TV plasma TV cable baño pivate armarios podamos mantuvo portátiles problema Pros super seguro cualquier momento ubicación genial gran terraza ª planta buen restaurante música gran servicio super limpia desayuno continental incluido Contras única podría ser tan malo si levantan temprano ruido producido restaurante mañana Si quieres mejor habitación pide tamaño king terraza incluido vistas catedral sólo tipo absolutamente genial desgracia…,2,2012,1
54,Excelente ubicación instalaciones buenas limpias cómodas personas suficiente amable único aislamiento sonido puedes escuchar huéspedes todas horas,3,2018,1
55,Excelente ubicación frente zócalo facilidad medios transporte buena ubicación turistas comodidad buen ambiente buen personal desayuno rico bonita vista habitacion terraza,3,2018,1
56,perfecto Excepto si buscas socializar área común accesible conocer gente menos vayas noche bar último peso eso excelente relación calidadprecio buenas instalaciones,2,2018,1
57,buena ubicacion seguridad  hs ven improvisadas tuberias pasan cuartos cuarto faltaban tomacorrientes solo habia arriba lavabo Si quieres control remoto tv pagar  pesos extra aire acondicionado apenas pequeño ventilador,2,2018,0
58,Bueno bien sabemos lugares literalmente pasar noche ubicación excelente facilita moverse lados concepto juvenil bueno debo decir limpieza deja desear limpian huésped soluciona fácil llevar propia cobija almohada sencilla aire acondicionado época frío necesario día noche bastante movimiento paredes súper delgadas escucharán vecinos así tomen precauciones baño regadera pase tiempo ahí prácticamente solo llegue dormir unas horas desayuno horario esperen gran cosa solamente cereal pan fruta el…,12,2017,0
59,Excelente atención cliente buena ubicación dirigentes puntos ciudad terraza fabulosa suite terraza recomendada parejas Desayuno básico bueno ara iniciar día tal vez variarlo poco,4,2018,1
60,Problemas constantes Internetde  cinco días solo  internet mejorPoco atentos serviciales personal recepción único bueno ubicación limpieza bueno recomiendo,4,2018,0
61,bien solo noche bajé recepción preguntar si podrían vender agua guardias así puede distinguir afeminado dijo prepotentemente no comprar Oxxo recriminó usar brazalete podía andar el cuándo Ningún huésped usaba solo reclamó último llaves electrónicas desactivan prácticamente diario bajar recepción activarlas nuevo demás bien buenas instalaciones gran ubicación desayuno agradable,4,2018,0
62,segunda vez quedo Hostel personal amable estadía amena embargo par inconvenientes par ocasiones dejó funcionar tarjeta acceso ocasión quería pasar rato tranquilo terraza cocina pude hacerlo personal seguridad llegó sacarnos lugar debido pm  solo hablando disfrutando noche parece espacio terraza cocina podría habilitarse tiempo buen lugar pasar momento tranquilo noche,3,2018,1
63,estancia gratificante vista inigualable ambiente ameno único recomendaría opciones desayuno comida vegana pude desayunar casi pudiera comer fruta cosas origen animal ambiente bar bonito agradable personas cool,3,2018,1
64,buen hostal varios pisos patio  bar lavandería cocina piso arriba esperar día escala ciudad México así alojamos hostal recomendado conductor taxi  solo calle elegido esperado buena opción estándar literas bonitas habitaciones armarios baño duchas calientes wifi desayuno incluido demasiado temprano vuelo desayunar allí sé si sucede siempre despertamos par veces noche extraño ruido  tetera ruidoso crujen puerta idea si siempre sucede Además persianas puede oír nada…,12,2013,0
65,Sí bueno limpio amable cumplía cajas dudaría enviar compañeros dirección Catedral albergue Ciudad México si pide Llegué reserva recibieron caras sonriente detrás mostrador minutos cuello llave mano momentos después cerveza mano terraza azotea vista Eagleojo centro ciudad diciembre absolutamente acogedora experiencia luces Navidad centro ciudad conocíamos nadie encontré buenos viajeros hostal especialmente agradable conversar terraza azotea bonitas precios bar destacado despertarse a…,12,2013,1
66,montón cosas buenas pena personal totalmente idea trata servicio básico atención cliente antipáticos embargo desorganizado inflexibles si pides hacer algo bueno  ubicación fantástica  bar azotea mejor lugar buenas vistas buen ambiente gran lugar conocer gente  albergue limpio  duchas impresionantes  buenas taquillas tour  gratis pie  forma fantástica conocer personas chico llevó creo llamaba Francisco amable ofreció montón información Ciudad México hospitalario malo  habitaciones…,12,2013,0
67,pena genial excepto gerente Jorje tan arrogante discrimina personas Si rubia educado mundo odia incluyendo empleados resto tripulación fantástico servicial Espero jefe Jorje lea mensaje hace gerente,11,2013,0
68,Viajaba solo bien acogido tejado dicho bar domingo  am shot tequila suficiente Si desea divertirse conocer gente lugar mejor opción viaje romántico viajar salida si ninguna protestas plaza catedral principal cuadra todas carreteras alrededor caminar hostal experiencia agradable si llegas tarde noche,9,2013,1
69,Originalmente reservamos  noches acabamos quedándonos  días Si imposible decir puedo decir lugar increíble Si vas asegúrate tomar tiempo conocer Fernando fiesta chico chico divertido duda corazón hostal fantásticas excursiones pie forma gratuita tequila noche mundo recibe vacuna noche barbacoa realmente guay duda albergue fiesta pero mismo tiempo personal noche rígidos tono tranquilo único Internet tan bueno siempre termina regresando ah tarjetas siempre terminó siendo funcionaba ir abajo conseguir trabajando nuevo servicio…,2,2014,1
70, noche Catedral buena cama con propio readinglamp tranquila animado bar azotea cocina Alrigth desayuno alrigth más menos personal encantador bebidas increíbles buenas ordenadores bien wifi mal cafetería planta baja lasy trabajadores nunca dio Ordenamos caro Limpio kozy siempre viajeros siempre carne alguien gusta Buena ubicación tejado sentir casi techo catedral fiesta impresionante año,1,2014,1
71,ubicación perfecta precio ventanas plaza Zócalo Limpio baño  aaaamazing bar terraza vista nocturna catedral allí marzo volvimos vez personas trabajan bar agradables amable muchas gracias Jorge director creo amistad ayuda d i perdido gran ciudad puede explicar  claro  gracias Fernando bueno chico Creo mejor lugar corazón ciudad México celebrar año nuevo,1,2014,1
72,estancia Mundo joven divertido podría haber deseado mejor pasar tiempo Ciudad México todo realmente da excelente acceso todas atracciones Ciudad México ofrecer estupenda relación calidadprecio aunque camas cuartos baño bastante estándar realmente viene propio gente trabaja aquí excursiones ofrecen Sí wifi podría mejorarse cocina pequeña éstas cosas pequeñas podría mejorarse bar azotea lugar estupendo pasar mañanas tardes da sociable sensación sumó experiencia ciudad personal hospitalario amable las…,1,2014,1
73,bien pensado mochileros mucho mejor Mexico City vuelta esquina enchufes lámparas lectura junto cada cama armarios grandes habitaciones ducha suitehabitación aunque ducha puerta comunicante habitación personal amable fantásticas vistas terraza azotea puntos malos ascensor funcionaba  días mientras allí daba directamente plaza así aunque albergue general tranquilo  repique campanas podría ser problema aquellos sueño ligero llave tarjetas defectuosa veces wifi irregular excursiones…,1,2014,1
74,quedé noche posición buena encuentra atrás catedral zócalo seguridad cualquier hora día noche Además estructura grande segura Si hablar cosas negativas decir cama matrimonial chiquita noche confusión tarde puede dormir bien molestó desayuno puede tomar solo   mañana parece absurdo vuelo  salir  hostal Creo buen tamaño debería dar oportunidad poder comer desayuno como dejar listo galletas sala menos empezar desayuno siete mínimo,1,2018,0
75,buen hostal céntrico todas facilidades puntos interés fácil acceso caminando metro parada taxis queda cerca Baños cuartos limpios desayuno incluido,12,2017,1
76,quedé cuarto  camas chicas vista hacia catedral vista excelente primer día sola habitación camas todas enchufe básico cargar cel lámpara necesario único alumbra camas abajo general onda juvenil así si soportan bulla quizás vaya contigo si no perfecto terraza bar genial ir solo conocer gente viajando tú desayuno básico cumple especialmente si viene incluído pago único malo internet varias veces funciona solo puedes conectar equipo así si  funcionará ambos general gustó volvería …,12,2017,1
77,hospedé verano año pasado ninguna  noches pude dormir huéspedes gritonean corretean cualquier hora nadie dice debería haber vigilancia pasillos chicas respetaban sueño  am ponen hacer maleta chico dieron llave equivocada entró dormitorio mujeres madrugada chicas durmiendo ropa interior sorprendió salió dejando luz encendida otra noche dormir eventos Zócalo interminables  súmenle ruido tráfico día siguiente quieras seguir paseando sentirás cansado acepten taxis ofrecen chicos recepción llevan buena comisión terminas pagando triple dirán mismo…,11,2016,0
78,quedé tubos pasan encima misma hacían demasiado ruido aún así cansancio diario lograba conciliar sueño parte staff falta amabilidad clientes Aún así súper bien ubicado excelente vista cómodo,1,2017,1
79,Excelente ubicación excelente concepto excelente ambiente excelente bar pase super bien viaje ciudad méxico ver buena ubicación encuentra minutos Avenida Madero justo gusta ir compras ademas cerca parada Turibus,2,2018,1
80,primer visita hospedaje hostal puedo decir certeza satisfecho sorprendido vez ¿Por qué simple momento llegue recepción trato recibido sumamente amable siempre dispuestos brindar ayuda Cada día sugerían actividades realizar lugares visitar ma ciudad recorridos turísticos guiados buenos lugares desayunar comer ó cenar si poco último piso encuentra antrobar cuenta excelente música brinda oportunidad apreciar catedral tiempo deleitas buen trago disfrutas charla visitantes la mayoría extranjeros,2,2018,1
81,primera vez lugar si gustó ubicación mejor exactamente atrás catedral staff amable cuidaron mochilas llegamos temprano aun podiamos hacer check in asi solo volvimos tarde habitacion asignada habitacion normal ibamos solo dormir unico quizá podrían mejorar limpieza daba apariencia lugar viejo menos aromatizante podría ayudar regadera tenia cortina Habia leído reviews ruidoso vdd dormimos super bien cerca terraza terraza encantó música chida mucha gente bailando fin super agusto tener salir hostal pudimos aprovechar desayuno vuelo…,12,2017,1
82,tan emocionado ilusionado volver después  años terminé totalmente decepcionado Llegando realicé Check In obviamente entregaron llave cama acompañante a quién hablado maravillas pues calló boca mismo empezar abrimos nunca dijeron cama podíamos tomar pues TODAS destendidas claramente recien desocupadas hechas limpias bajé pedirle apoyo señorita Recepción subió decirnos cuales podíamos tomar percató efectivamente SUCIAS medio acomodó dijo personal limpieza es problema Hostal total entregó Sucias dije acepté día siguiente bajo tomar desayuno y…,2,2018,0
83,resaltar centrico q esta facilidad movilizarse enorme punto realmente estrategico cercania recepcion hacia cliente mala mas q van mas alla brindan milla extra habiatacion menos mia  solo tenia toma corrientes cerca camas lo poner cargar celular bastante dificultoso  desayuno repetitivo,1,2018,1
84,alojamos  noches mayor ventaja lugar ubicación desayuno sirve azotea terraza limpio básico armarios adecuados casi ningún eg caja comodidades puedes mantener objetos valor caja seguridad lado recepción principales desventajas ruido búngalos restaurante ventanas patio interior sólo imposible evitar personal servicial agradable Si busca ubicación sencillo buen precio ubicación entonces hazlo,3,2014,1
85,genial intimidado ser primera vez Ciudad México mujer sola chicos hizo cómodo planta baja pequeña cafetería puede tomar comida bebidas conocer viajeros gente limpias camas cómodas armarios enormes albergue seguro terraza azotea genial desayuno mañana probablemente mejor hostal grande así nunca problemas conseguir habitación ubicación estupenda zócalo personal amable servicial recomiendo altamente incluso aquellos  allá Albergues sólo jóvenes  cualquiera que…,2,2014,1
86,alojado muchas veces una docena más diría viajes Ciudad México encanta ubicación precio excelente limpias cómodas internet wifi sala televisión cocina increíble bar azotea encantan miran hacia Zócalo si puedes soportar despertarse demasiado temprano entonces quizás mejor pedir da interior hace bastante ruido calles duda recomiendo lugar si viajas presupuesto,5,2013,1
87,primera experiencia quiere jamás  lugar Ciudad México lugares decir daba miedo empezar Mundo increíble decir menos limpio sentí seguro momento Conocimos Fernando local trabajaba allí llevó alrededor Ciudad México recorrido pie llevó sistema trenes principales razones experiencia increíble cultural acoge muchas excursiones diferentes mexicano lucha Pirámides  recomendable bar azotea unas vistas increíbles ciudad México recomiendo cerveza atardecer dos ver bonitos colores cielo Las…,3,2013,1
88,Gran ubicación Así parte central estación metro gran servicio buen desayuno incluido precio montón ordenadores uso personal amable gente genial tranquilas muchas personas habitación encantó,1,2014,1
89,dos amigas alojamos aquí  noches gran ubicación justo zócalo cerca estación metro restaurantes gustó especialmente vista bar azotea estancia  persona residencia pequeño conexión wifi terrible Aparte esto estancia estupenda,6,2014,1
90,único gustó alojarse aquí ruido puedes oír  buen precio es bien situado personal amable bien documentará estancia allí próxima vez visite ciudad México,5,2014,1
91,ª vez desgracia último última visita hace  años quedamos ansiosos regresar vez vez quedamos decepcionados estancia Principalmente sido mejor albergue increíble personal amigable existe personal proporcionó ninguna información ciudad sí desayuno solía ser bueno horrible idea increíble tener frutas huevos tostadas zumo naranja chilaquiles yonquis norma increíble personal proporciona desayuno jugar ordenador portátil hablando asegurarse comida  noche alojamos aquí sólo una…,5,2014,0
92,grupo  alojamos aquí  noches Ubicación absolutamente increíble cerca todo metro desayuno bueno vista bar azotea increíble tequila noche gratis guay personal amable básicas baño compartido ruidoso noche temprano mañana así llévate tapones oídos alojaría aquí nuevo,5,2014,1
93,cárcel  todas vistas mutuamente encima bar planta baja tan cero privacidad aquí ventanas solo contraventanas aburrida iluminación hace lugar tan deprimente extremadamente ruidosa mañana temprano bien entrada madrugada  combinación bar planta baja ruido llevando cada embudo centro Realmente seguro lugar podría ser seguro si declarara incendio chicos recepción necesitan recoger actuar demasiado  desinteresada actitud arrogante hacia huéspedes dormitorios básicas claustrofóbico  persianas sin ventanas ser dejado abierta noche Estas…,4,2014,0
94,pareció agradable buena relación costo beneficio oportunidades mejora atención particularmente recepción restaurante realmente antipáticos recomendó habló super desayuno creo cambiaron mal ahora fruta cereal bar bonito terreza,6,2017,0
95,Si viajas negocios ideal atención personal divide general califico regular Tardaron mas semana enviarme factura hablando teléfono quedé cuarto privado realidad privado mucho general hospedan jóvenes suele ser ruidoso vamos así sorprende nada precio asequible ubicación bien si plan turismo,5,2017,1
96,bien ubicado atención trabajadores pésima desayuno solo cereal terraza abierta público entras noche siempre encuentras mucha gente instalada entrada escucha ruido habitaciones  piso tubería expuesta escucha baño  piso baja desagradable camas comodas siempre limpio,6,2017,0
97,Pasé semana divertida amigos Mexico DF gran parte debió excelente ubicación precio cómodo hostel bar azotea todas noches frecuentado turistas tomarse tragos conversar conocerse puede llegar cualquier inclusive madrugada tendran ningun inconveniente lugar seguro ofrece gran cantidad baños uso público caso baño cuarto ocupado,11,2016,1
