calificacion,fecha,nombre,opinion
ui_bubble_rating bubble_30, abril de 2012,jbjo13,"Nos alojamos aquí porque es donde mi viaje organizado de la izquierda. Pasé 2 noches en mi propia antes de la excursión empezó. El personal es amable y servicial, la ubicación es excelente y te hacen sentir que estás en México. Sin embargo, las habitaciones son ruidosas y no tuvimos agua caliente una mañana - que arreglaron enseguida. Muy cerca de la línea principal de metro, lo que es una ventaja de 3 pesos viaje/.  Me thinkyou conseguir whatyou paga."
ui_bubble_rating bubble_50, noviembre de 2011,deborahfilcoff,"Nos alojamos en este hotel histórico de 2011 Noviembre durante una semana. No era mi primer viaje a MC, pero fue a mis amigos. El hotel, en sí, es una joya de vejez elegancia. Pero, uno debe comprobar su habitación, ya que muchos no están completamente renovado. Pero, el personal es muy amable y le hagan lo posible para usted. El problema que tuvimos fue una extraña: fue muy guay que noviembre (MC es una milla de altura) y no había calefacción en nuestra habitación, y, aparentemente, en ninguna de las habitaciones. pedimos. Pensé que era un poco extraño sabiendo que MC puede llegar a hacer mucho frío en invierno. Pero, quizás es simplemente estadounidenses que quejarse. Hacía calor durante el día, pero no refrescarse mucho por las noches. Nos dieron un montón de extra cubre. no,…"
ui_bubble_rating bubble_20, marzo de 2012,William D,"La ubicación es buena ... está justo en el medio del centro histórico. Pero después de un día en el centro histórico que venga a darse cuenta de que para la mejor ciudad de México sentir probablemente deseará salir de esa zona. Además la zona está completamente muerta por la noche, en comparación con otras zonas que están muy llenos todo el tiempo.  El servicio era muy malo. frío, antipático, desagradable. La habitación era un desastre, no había agua caliente, una cucaracha en el baño, cama era muy dura, muy ruidoso fuera del hotel (que en realidad no nos importó mucho).  Por 80 dólares la noche, en realidad hay un montón de ofertas, incluso en esta zona."
ui_bubble_rating bubble_40,,annaha,"  El mejor Best Western El Majestic, en el distrito histórico en Ciudad de México, es un hotel antiguo precioso y una buena relación calidad-precio. El vestíbulo es hermosamente restaurado y muchas de las habitaciones han sido recientemente renovado. Mi habitación daba al Zócalo, con la Catedral metropolitana a la izquierda, y el Palacio de gobierno cruzando la plaza. Al lado de la Catedral es la excavaciones fabuloso de la templo Mayor con su excelente museo. Me había oído informes de ruido, pero la habitación me pareció relativamente tranquilo, especialmente para un hotel de la ciudad. El servicio era excelente. Hay buenos restaurantes están cerca, incluyendo Sanborn's en la casa de Los azulejos y Tacuba, a unas pocas manzanas. La estación de metro está situado en el centro,…"
ui_bubble_rating bubble_40,,cat lips,"  En agosto de 2002, mi esposa y yo nos alojamos en el Best Western hotel Majestic. En general, nos quedamos impresionados con la apariencia del edificio, y el personal. El hotel está muy bien cuidado y el vestíbulo y restaurante estaban en buen estado. El personal no podría haber sido más servicial o agradable. Sin embargo, la habitación no muestran su edad algo. La habitación estaba limpia y desde luego que no queríamos para nada, pero el baño y el mobiliario probablemente volver a la entrada del hotel. Cenamos en el restaurante del hotel por tanto la cena y el desayuno, y ambas comidas eran excepcionales. Recomendaría comer allí porque la comida es buena, y la vista del centro histórico es inmejorable. La ubicación del hotel es muy práctico para explorar el esta parte de la,…"
ui_bubble_rating bubble_50, octubre de 2007,jackie056,"Best Western Majestic está ubicado en el distrito histórico y es directamente enfrente del Zócalo (la plaza). Pide una habitación mirando a la plaza, siempre hay actividades que hacer. Best Western, un fantástico trabajo restablecer el edificio a esplendor original. El vestíbulo y la sala de la zona del jardín interior es impresionante. Nuestra habitación estaba bien, simple y limpia. El personal era acogedor y atento. Un lujo real y comienzo positivo de nuestras dos semanas aventura en el centro de México."
ui_bubble_rating bubble_20, octubre de 2007,Brujitaann,"Me alojé en el Majestic en la recomendación de un viejo señor de British que había conocido el año pasado en Ciudad de México y había comimos en su restaurante famoso La Terraza hay tiempo durante dos Guerra Mundial. Él estaba muy nostálgica sobre la experiencia. Desgraciadamente, no puedo compartir su entusiasmo.  El hotel fue construido en 1937, y el tiempo no ha sido amable. El vestíbulo y las zonas atrio son atractivas, como son los pasillos con preciosas embellishments de azulejos de Talavera, pero las habitaciones y los baños de los huéspedes son en extrema necesidad de una renovación importante. Están en mal estado y lúgubre. Una de las cortinas en mi habitación estaba colgando precariously. Agua caliente puede o puede que no esté disponible en el baño obsoletos. La puede,…"
ui_bubble_rating bubble_50, enero de 2007,frankhill58,Tthis lugar es un tonto 
ui_bubble_rating bubble_20, julio de 2007,mkabell,"Ubicación, Ubicación, ubicación…! Tuvimos la suerte de tener una habitación en el 5o piso con una vista sobre el Zócalo, y aunque ruidoso (alguien podría hacer con los chicos que pretendía ser Aztecs baile más tarde con sus tambores, por favor!), no nos han cambiado las habitaciones para un segundo. Teníamos vistas de primera clase. hoisting el de la bandera gigante y todo otro la vida en la plaza. Las habitaciones, aunque, no están a la altura. Están limpias, pero necesitan una reforma seria. Las cortinas y las moquetas están holed, el agua está caliente apenas, y los baños estaban bien, pero obsolete. Cuando nos fuimos y les preguntamos por un taxi, que nos pidieron que conducir con amigo de – a alguien (?). En una ciudad que a emphasizes seguridad taxi tanto, que es,…"
ui_bubble_rating bubble_20, agosto de 2005,Adventure3131,"Me alojé aquí por dos noches. Ruidoso, sería de esperar que despertó desde las 5am a gente hablando, cantando, etc. Las habitaciones no es muy grande y los baños parece que tienen los azulejos y los baños de la 1930 (con mantenimiento no mucho). Tiene agua caliente en el baño, aunque! Las habitaciones están limpias y hay cajas de cada habitación, pero a veces no hay llaves!  El desayuno es de 50 pesos por un buffet - que no probamos, pero de pasteles de café, etc. de un 7/11 2 minutos desde el hotel. Nos tomamos la cena una noche en el hotel y la comida fue buena y llegamos a precios rápidamente (para ser México). El restaurante está en el piso superior y que da a la Zócalo y te da una buena vista de por la noche whent eh catedral está iluminado.  Realmente en el zócalo y 10,…"
ui_bubble_rating bubble_40, marzo de 2003,Acapulqueno,"El Majestic está ubicado en un antiguo edificio justo en el zócalo, y tiene tanto dentro y fuera. He estado allí muchas veces porque me gusta la ubicación conveniente. Yo siempre pide un habitación en lo alto fuera, pero éstos pueden ser muy ruidoso, como se puede esas habitaciones de la planta superior, justo debajo de la buena restaurante, donde se parece a trabajar las 24 horas al día. "
ui_bubble_rating bubble_30, julio de 2005,bcad,"Nuestro grupo de una buena tarifa de $55 por noche fin. La ubicación del hotel era práctico para ir a muchas atracciones, como el zócalo, el Ballet y el metro. La zona parecía segura incluso por la noche. El hotel estaba limpio y el personal era muy agradable. Teníamos dos ""patio"" habitaciones con 3 camas individuales en cada uno. Las habitaciones eran muy espaciosas para los estándares de México y los baños eran enormes. Sin embargo no había ventana en la habitación. Las habitaciones estaban al final del pasillo, más allá del patio, así que la ventana opaco bloque de cristal daba una escalera y no abierto. No hay aire acondicionado, así que no hay ventana, un poco cargada. Las habitaciones eran muy tranquilo por la noche sin embargo. La tercera habitación en nuestro grupo tenía,…"
ui_bubble_rating bubble_20, octubre de 2004,Francesca It,"Nos hemos alojado en el Majestic muchas veces. El personal de servicio es muy atento y amable. La ubicación del hotel es una maravilla para explorar la parte vieja de la ciudad. Siempre disfruto de cenar en la terraza. La habitación era bastante gastadas y viejas. Habíamos pedido dos habitaciones mirando a la plaza, por lo menos uno con una cama de matrimonio. Teníamos una habitación mirando la calle lateral y una habitación mirando a la plaza, no la cama de matrimonio. El taxi privado que utilizamos fue genial - el conductor era muy útil y muy razonable de precio. Nuestra queja principal es que habíamos hecho reservaciones y recibido confirmación por correo electrónico con una tarifa de quaranteed en USD. En el registro, el precio era en pesos y no nos dimos cuenta de que no,…"
ui_bubble_rating bubble_20, enero de 2005,norwaybeachboy,"  Pasamos dos días aquí desde el 31 de enero 1 2005 febrero. Reservamos la habitación desde el hotelservice en el aeropuerto. Nos dieron una habitación que dé a la dentro en el piso 6, pero todavía fue muy ruidoso. La habitación tenía una conexión de la puerta de la habitación de al lado, así que nos sentimos como los otros huéspedes eran en mi habitación. Algunas veces durante la noche, había ruido de un taladro (creo). Por la noche había un montón de ruido desde el bar del restaurante arriba.     La ubicación es fantástica, y la gente que trabajaba allí era amable. La parada de autobús de visita turística está a sólo 150 m del hotel. Tomamos un taxi privado desde fuera del hotel al aeropuerto (recomendado por el personal), que costaba 130 pesos. El desayuno estaba incluido y,…"
ui_bubble_rating bubble_40,,Adventurer26088, El Best Western Majestic fue una el hotel más agradable estancias que he tenido. Mi esposa y yo nos alojamos en el Majestic durante nuestra luna de miel (Oct 31-NOV 4 2004). La vista del Zócalo era maravilloso y con Ceñía de los Muertos ir en la zona estaba muy animado con gente. El personal era extremadamente cortés y eficiente. Le recomendaré este hotel a todos mis amigos.     
ui_bubble_rating bubble_20, agosto de 2012,W K,"Acabo de regresar de una estancia de 5 días aquí. En primer lugar, permítanme decir que soy un viajero muy poco mantenimiento. yo soy bastante fácil de complacer; simplemente quiero una caja de seguridad, bastante cómoda base desde donde salir a explorar. Me he alojado en albergues por todo el mundo, dormitorios, monasterios, dormimos en el suelo, en los ferries, en las estaciones de tren, tiendas, etc. Este lugar tenía el cómodas almohadas de la cama más que me he encontrado. En serio. he dormido en plantas que eran más cómodas. y este lugar era ruidoso. Puedo dormir con cualquier cosa, pero las paredes son finas como el papel. Se puede oír todo - - de todo lo que la gente en las habitaciones junto a ti,, incluyendo ronquidos y usar el baño. Yo nunca he dormido directamente a,…"
ui_bubble_rating bubble_40, julio de 2012,Starfoxxx,"Este lugar es una base excelente para un viaje de vacaciones, está justo en el corazón de la ciudad de México, así que la ubicación no podría ser mejor.  La entrada está al lado de calle Madero, ten cuidado, aunque se trata de un edificio antiguo con todas las instalaciones, incluso el ascensor es del tipo eran una persona tienes que abrir y cerrar la puerta y usar una palanca para operar.  El precio era razonable y que incluía un desayuno buffet.  La habitación era amplia y la cama era muy cómoda, aunque la ubicación en sí hace que sea imposible ser tranquilo, cada día a las 6 de la mañana el ejército levanta la bandera, que pueden ser muy ruidoso y si hay manifestaciones populares, entonces también será ruidoso  La ubicación es inmejorable, hay un montón de cosas que hacer en,…"
ui_bubble_rating bubble_40, junio de 2012,Grousedoctor,"El hotel Magestic está justo en la esquina de Avenido Madero y el Zócalo. Aunque no me alojo en este Best Western propiedad (los precios son demasiado alto en mi opinión), no parar en el bar de la azotea cuando estoy en la ciudad de México. Hay pocos lugares mejores en la capital para disfrutar de una cerveza fría (a precios razonables) y tienen las vistas más increíbles de la catedral. el bar rara vez ha sido ocupado en una tarde o temprano en la noche cuando me he parado. parado en la terraza junto al atardecer, disfrutando de los colores y tonos visto en los ladrillos de piedra caliza la catedral, hace que uno quiera este momento de interminables. se olvida el ajetreo y el bullicio de las calles y la plaza debajo como la más grande que la vida bandera nacional en el centro de,…"
ui_bubble_rating bubble_30, junio de 2012,Ramon M,"Ubicado justo en la Plaza de la República, que pueden ser tomadas como una muy buena ubicación. El personal era agradable y servicial pero el hotel como en las críticas anteriores es muy viejo y no tan cómodo. La cama era un poco difícil para dormir y había insectos en el baño, agua caliente lento para que así es una pérdida que esperar. No hay aire acondicionado o tan divertido cuando hace calor, puede ser difícil. restaurante en el 7 piso, he probado la desayuno sólo 1 de los 4 días que estuvimos, no era tan bueno ni la comida durante la cena, que estaba bien pero caro para la calidad. guardia Armado en la entrada, que mejoren la seguridad. recomendado si quieres una ubicación central, cerca de las atracciones turísticas y el Turibus autobús turístico. Si lo que quieres es,…"
ui_bubble_rating bubble_20, junio de 2012,Grilango8,"Sin duda, tenemos que estar de acuerdo con los comentarios anteriores señalando que el personal que no sabe qué es lo que pasa. Cuando llegué el teléfono no funcionaba, la conexión a internet es esporádica durante la estancia, no había cafetera, y el ruido es intolerable. Le pregunté a la recepcionista para tranquilizarse un grupo de estudiantes gritando en el vestíbulo y me dijo que me pero nunca lo hicieron. lo conservan toda la noche. Los ecos son lo bastante mal sin un grupo de adolescentes salvaje gritando en el vestíbulo. Aunque no se puede predecir a lo ruidoso un grupo de estudiantes se, es responsabilidad del personal que les digas que tubo bajando o, al menos, ir a sus habitaciones a una hora razonable."
ui_bubble_rating bubble_50, enero de 2012,OakvilleHouse,"Vaya me encanta este lugar. Me alojo en otro lugar en la ciudad de México de vez en cuando pero siempre en última instancia volver al Majestic. La ubicación, las ventanas mirando hacia el zócalo, el maravilloso personal siempre me hace feliz. Pide una habitación con vistas al Zócalo. Si las camas eran demasiado duras, han tenido almohadillas de espuma para agregar a petición. Hay inconvenientes. No te alojes en el piso debajo del restaurante. Es muy ruidoso y hay que arrastrar mesas alrededor de su cabeza. El restaurante tiene comida horrible pero la vista es fabulosa. Una sorpresa muy cautivador podría crueldad horrorizarán a algunos. Al amanecer, el ejército mexicano desfila hacia el zócalo, toca el himno en trompetas y elevando al colosal bandera. siempre me dan una enorme,…"
ui_bubble_rating bubble_30, noviembre de 2012,amysmom50,"La ubicación era genial fácil y cerca de muchas atracciones, pero las camas eran las más difíciles que he dormido. Está situado en el zócalo, el ruido por la noche era a menudo ruidoso. El desayuno era bueno y el servicio era bueno. Es un hotel muy antiguo, los accesorios y las comodidades que reflejan."
ui_bubble_rating bubble_10, octubre de 2012,Basilica10-2012,"Un grupo de 12- 2 noches en este hotel mientras nuestros amigos de los Estados Unidos visitó México, estaba seguro basado en la marca Best Western; es promocionada como hotel de 4 estrellas. El hotel es tomar ventaja ya que tiene ""Prestige"" en México ya que era sin duda un muy buen hotel, pero hace mucho tiempo. Las habitaciones que tuvimos es demasiado viejo, pero eso es aceptable. Lo que no es y fue terrible para experimentar es tierra y rota vieja alfombra, rust en el lavabo , old difícil camas que casi no se puede descansar, las toallas usadas, rota, incluso con manchas de sangre, pero lo peor era cucarachas por lo menos en una habitación. Por favor lea las críticas en esta misma página quejándose de los mismos problemas. La parte buena son los empleados que hacen que te,…"
ui_bubble_rating bubble_40, febrero de 2012,nixoletta,"era nuestra última noche en la ciudad de México, y queríamos pasar una noche relajante. Hemos notado ese hotel con la terraza con vistas a la plaza principal, y también he leído algunos buenos comentarios sobre este lugar, así que no quiera seguir buscando por nada más. Después de pasar el día caminando y turismo, después de todas las calles concurridas, horas punta, mercados y personas, el restaurante nos ofreció un momento de calma y silencio inesperado. La vista del Zócalo por la noche, la ciudad tejados y el Palacio es maravilloso! En cuanto a la comida - todos los platos estaban muy bien, bien presentado, la tradición mexicana de observación actual. preparada y hemos disfrutado muchísimo. No puedo comparar con las especialidades mexicanas, ya que no tienen un conocimiento,…"
ui_bubble_rating bubble_30, octubre de 2011,Tracy Stewart,"El hotel está en un edificio viejo y hermoso. Los interiores son realmente algo, y las vistas de la plaza son increíbles. En cuanto a las habitaciones, los baños son frescos y antiguo del período antiguo, pero las camas -Dios mío, las camas son una especie de broma y podría ser en realidad hechas de tablones de madera con una sábana interior ya sobre ellos. Aún así, me las arreglé para dormir aquí por una semana, de alguna manera. , hacen un muy buen margarita en el restaurante de la azotea, así que hay que. probablemente me alojaré en otro lugar la próxima vez, y volver por el Marg."
ui_bubble_rating bubble_30, marzo de 2013,Peter B,"Estuvimos tres parejas en una excursión de la ciudad y decidimos quedarnos en el Majestic para los 5 días que estuvimos en la ciudad. Llegamos después de un largo viaje en coche 14 horas tarde, sólo quería una habitación para dormir. así terminamos cambiando 3 habitaciones hasta que nos dieron una habitación que era casi lo que habíamos pedido. La habitación daba al Zócalo, buen trabajo teníamos tapones para los oídos con nosotros. había alfombra en el suelo de la habitación, que era bastante viejo y sucio, las camas eran típicamente difícil. La habitación era bastante grande comparado con otros. Nos las arreglamos para conseguir un ventilador de piso para circulación de aire ya que tenía que cerrar la ventana para mantener la habitación más tranquila. El restaurante La comida,…"
ui_bubble_rating bubble_50, enero de 2013,Jennyne D,mi hija y yo nos alojamos aquí a fines de enero 2013. el motel estaba limpio y el personal era muy atento. El ruido se describe en una crítica no suceda. la vista era increíble en el zócalo. muy seguro y la agencia fieltro de viaje en el motel también era excelente. Me gustaría volver una y otra vez nos encantó!!!
ui_bubble_rating bubble_40, febrero de 2013,Hank F,"Me alojé en el hotel Majestic por 2 noches. El hotel estaba limpio, seguro con personal de seguridad las puertas por la noche, y tenía personal muy servicial. Las camas eran aceptables, pero no están a la altura de la calidad general del hotel en otros aspectos. El restaurante arriba tiene un excelente desayuno buffet y cenas al aire libre tiene vista hacia el Zócalo (plaza central) y fue un magnífico lugar para beber mi café y ver el amanecer sobre la ciudad. Por desgracia, esta ubicación central tiene un precio - es muy ruidoso por la noche, y continuamente hasta la medianoche y esporádicamente con juerguistas gritando hasta amanecer. Tapones para los oídos (que debe ser un estándar de viajes y en su mochila ya, a no ser que seas un numbskull como yo y deje el suyo) solucionar,…"
ui_bubble_rating bubble_10, enero de 2013,Cortowinch,"Reservé un Best Western, ya que he estado en el Best Western en Paris Boulogne y Podgorica, que estaban bastante bien. Me alojé allí 2 noches, y huyó hacia otro hotel.  puntos positivos: - las habitaciones son grandes (al menos la mía, #608) - buena ubicación (en frente del Zócalo)  Los puntos negativos: - repugnante almuerzo (el T-bone era una antigua pieza de carne, sin color y olor bastante extraño) - El desayuno es muy pobre por el precio (130 MXN) - Las habitaciones están sucias: los pies negros de polvo tras 10' a pie en la habitación, nunca tuve que en cualquier otro hotel Las habitaciones en el 6Â° piso son muy ruidosas: en el día (incluso en la noche!) algunas tontas son gente borracha gritando en el lugar del Zócalo, y en desayuno y almuerzo/cenas veces los clientes en,…"
ui_bubble_rating bubble_30, noviembre de 2012,Fernando R,"Este lugar tiene una gran ubicación, en el centro histórico de la ciudad de México, el edificio es precioso. Sin embargo, y antiguo edificio necesita mantenimiento especial, más que regular los edificios modernos. Este hotel carece de este mantenimiento y puedes sentir justo al entrar a su habitación. estaba muy húmedo dentro, puedes oler la humedad. La peor parte era el armario, extremadamente húmedo, el olor era insoportable. decidí no poner algo en el armario y abrir la ventana para mayor ventilación durante el día. Las camas no eran tan cómodas como expectel para un hotel Best Western. que se veía viejo. Me dieron una habitación con vistas al Zócalo, preciosas vistas, pero si quieres tener esta vista, por favor, ten en cuenta que Zócalo es demasiado ruidoso incluso por la,…"
ui_bubble_rating bubble_30, agosto de 2012,Surjorimba,"Situado en frente de la Plaza independiente, este hotel tiene una muy vieja época española. difícil de describir, pero si ves y arquitectura interior de película de zorro de Antonio Banderas, entonces tendrás la imagen.  Todo en este hotel es antiguo y no todo funciona muy bien. Usted debe llamar o queja varias veces hasta conseguir lo que desea. Sin embargo, tienen un acceso wi-fi gratis. El ascensor es también uno clásico. operado por humanos, por lo que debe ser un operador cada vez que quieras ir arriba. Muchas veces el operador no está disponible, así que tienes que subir por las escaleras.  El desayuno está bastante bien, y está ubicado en 485. Se puede disfrutar de una bonita vista de la plaza y todos los edificios que rodean la plaza. La antigua catedral es también allí,,…"
ui_bubble_rating bubble_30, junio de 2013,jaguar030,"Si quieres en el centro histórico Ciudad de México si no hay nada mejor que esto. sales por la puerta y a sólo unos pasos se encuentra en Plaza Independencia. Si lo que quieres es comodidad, 4 o 5 estrellas, este no es el lugar. El vestíbulo y las zonas públicas son un encanto puro del mundo. Las habitaciones son anticuadas, alfombras gastadas, toallas agotado, las camas son duras como el suelo. bañera no tragaba así nos duchamos en 3"" profundas. Ascensor es estilo antiguo, administrada, pero no está abierta las 24 horas. Tuve que caminar 6 historias en pareja ocasiones. Algunas personas tenían que subir! Después de hacer el ingreso que a firmar un mando a distancia de la televisión, la mía no funcionaba. Francamente, habitaciones de motel 6 son más cómodos. Si haces tu reserva,…"
ui_bubble_rating bubble_20, mayo de 2013,Dale F,"Me encantó el hotel, pero combinación de mala ventilación, olores en el baño, la falta de cualquier tipo de vista, inconsistente agua caliente y toallas raída atenuado por ejemplo la experiencia. cama era muy difícil pero no está mal. finas paredes o puerta divisoria significaba que se podía oír cada palabra de la habitación de al lado. Una habitación interior fue facilitada por id esperaba algo con vistas a la plaza que es utilizada para promover la ubicación lo agradezco es un hotel antiguo pero es ciertamente no es un 4 estrellas como lo anuncian. ubicación (que es excepcional) era lo que nos dieron las dos estrellas que nos dieron una clasificación."
ui_bubble_rating bubble_20, abril de 2013,Campbell367,"Aunque el edificio era preciosa y la ubicación genial, el hotel necesita una renovación. No hay ni doble acristalamiento o aire acondicionado así que las ventanas tienen que estar abiertas por la noche y el ruido del Zócalo es increíble. Todo estaba sucia, la moqueta, las cortinas, las tazas de café. Las toallas estaban rotas, las tuvimos que cambian cada día en un esfuerzo por conseguir que sin agujeros, pero nunca lo hicieron. La alfombrilla desapareció el primer día y nunca fue sustituido, a pesar de los pedidos. El café no era sustituirá los últimos 2 días. El desagüe eran bloqueados y tardaron dos peticiones antes lo arreglaron. Las camas estaban duras. La dirección dada por la recepción del hotel para cambiar nuestro dinero nos dio 2 billetes falsos. En el lado positivo,,…"
ui_bubble_rating bubble_40, marzo de 2013,zoyadaphne,"Situado en el Zócalo, este hotel tiene la mejor ubicación que puedes conseguir en la ciudad de México. La entrada está en Madero calle que es peatonal. Así que no hay tráfico ruido. tiene un buen restaurante con vistas al Zócalo. El personal es amable y servicial. Se puede ir andando calle Madero sensación seguro cuando compras."
ui_bubble_rating bubble_20, octubre de 2013,episode10,"Me alojé aquí como parte de un viaje en grupo. La ubicación es fantástica: justo en la plaza de la ciudad y una zona comercial peatonal. La puerta estaba vigilado por un policía con una ametralladora. El ruido es un gran problema. El Zócalo está justo cruzando la calle y tiene implorándola o cantantes utilizando micrófonos de 9 am a 11 pm todos los días que estuvimos allí, así que si estás con gente muy enfadados porque shrieking o fanatismo cantando sobre ""Christo"" entonces supongo que no te importa alojarme en este hotel. El ruido interno era casi tan malo.  Este hotel no tiene ascensor automático, que es el primero para mí. Un botones tiene que funcionar el ascensor en llamar. A pesar de que dijeron que mi habitación estaba preparada a las 5 de la tarde, no lo habían limpiado,…"
